id,attack_id,magic_id,haunt_id,sp_skill_id,advantage_element,weak_element,attack_frequency,magic_frequency,haunt_frequency,defense_frequency,haunt_resist,category,tone_type,frame_type,move_type,sabotage_frequency,favorite_food_kind,unfavorite_food_kind
311000,26,12,311000,311000,4,6,10,50,10,30,75,1,70,2000,1,3,1,9
312000,11,21,312000,312000,3,4,10,35,50,5,75,1,3,1000,2,3,17,4
313000,5,12,313000,313000,4,6,10,60,25,5,80,1,10,2000,1,3,16,12
313010,5,12,313010,313010,4,6,60,10,25,5,80,1,3,2000,1,3,16,12
314000,2,23,314000,314000,0,0,40,45,10,5,75,1,43,1000,1,2,11,10
315000,22,5,315000,315000,2,3,10,60,25,5,30,1,48,1000,1,1,8,5
316000,46,7,316000,316000,3,4,40,10,45,5,30,1,3,1000,1,1,14,15
317000,46,13,317000,317000,5,1,25,10,60,5,45,1,1,1000,1,1,13,15
318000,25,22,318000,318000,6,5,10,50,10,30,35,1,4,1000,1,1,16,12
319000,47,6,319000,319000,2,3,10,65,20,5,60,1,4,1000,2,3,15,12
320000,47,1,320000,320000,1,2,60,10,20,10,35,1,56,1000,1,1,6,14
321000,29,5,321000,321000,2,3,10,65,20,5,35,1,3,2000,2,1,14,15
321500,29,5,321500,321000,2,3,10,75,10,5,75,1,3,2000,2,2,14,15
322000,46,23,322000,322000,3,4,35,50,10,5,40,1,30,2000,1,2,14,7
322500,46,23,322500,322000,3,4,55,30,10,5,85,1,30,2000,1,2,14,7
323000,18,15,323000,323000,5,1,10,65,20,5,50,1,4,1000,1,2,7,14
324000,48,3,324000,324000,1,2,60,10,20,10,60,1,9,1000,1,3,6,14
325000,47,24,325000,325000,6,5,10,50,10,30,60,1,4,1000,2,3,16,12
326000,26,8,326000,326000,3,4,40,10,45,5,60,1,3,1000,1,3,14,15
327000,29,6,327000,327000,2,3,10,65,20,5,65,1,3,2000,1,3,14,15
327010,29,6,327010,327010,2,3,10,65,20,5,65,1,3,2000,1,3,14,15
329000,11,18,329000,329000,6,5,10,65,20,5,95,1,47,1000,1,3,14,15
330000,14,21,330000,330000,4,6,10,65,20,5,90,1,7,1000,1,3,13,10
331000,18,21,331000,331000,1,2,65,10,20,5,75,1,4,1000,1,3,11,16
335000,41,21,335000,335000,1,2,10,50,20,20,90,1,1,1000,1,3,17,16
336000,11,6,336000,336000,2,3,10,55,30,5,90,1,3,1000,1,3,12,11
337000,27,12,337000,337000,4,6,50,10,10,30,90,1,8,1000,1,3,11,10
338000,47,18,338000,338000,6,5,10,60,25,5,90,1,4,1000,1,3,15,2
339000,3,9,339000,339000,3,4,50,30,15,5,90,1,2,1000,1,3,13,12
340000,17,20,340000,340000,4,6,10,30,55,5,60,1,1,1000,1,2,4,6
341000,5,17,341000,341000,6,5,5,65,25,5,70,1,2,1000,1,2,6,12
342000,41,18,342000,342000,6,5,40,10,45,5,75,1,2,1000,1,3,12,14
343000,41,8,343000,343000,3,4,65,10,20,5,85,1,52,1000,1,3,18,10
344000,11,23,344000,344000,3,4,10,65,20,5,75,1,6,1000,2,2,16,5
345000,50,2,345000,345000,1,2,40,5,10,45,85,1,20,1000,1,3,18,10
346000,41,24,346000,346000,5,1,10,65,20,5,85,1,3,1000,1,3,18,10
347000,41,7,347000,347000,3,4,65,5,15,15,85,1,2,1000,1,3,18,10
348000,1,3,348000,348000,1,2,25,60,10,5,85,1,23,1000,1,3,18,10
349000,41,18,349000,349000,6,5,10,65,20,5,75,1,5,1000,1,2,18,16
350000,45,19,350000,350000,2,3,65,15,15,5,75,1,5,1000,1,2,18,14
353000,32,20,353000,353000,0,0,5,25,65,5,60,1,49,1000,1,1,17,15
354000,3,18,354000,354000,6,5,65,10,20,5,75,1,2,1000,1,2,17,6
355000,3,6,354000,355000,2,3,10,65,20,5,75,1,2,1000,1,2,17,6
360000,48,3,226000,360000,1,2,65,10,15,10,90,1,14,1000,1,3,11,10
361000,48,6,226000,361000,2,3,15,65,10,10,90,1,14,1000,1,3,11,10
362000,48,21,226000,362000,4,6,60,10,5,25,90,1,14,1000,1,3,11,10
371000,1,5,371000,371000,2,3,5,65,10,20,85,1,25,1000,1,3,8,6
372000,1,2,372000,372000,1,2,5,65,10,20,85,1,25,1000,1,3,19,5
373000,22,23,373000,373000,2,3,5,65,15,15,75,1,25,1000,1,2,1,2
374000,17,17,374000,374000,6,5,65,10,20,5,70,1,25,1000,1,2,13,10
375000,16,11,375000,375000,4,6,10,45,10,35,50,1,25,1000,1,2,6,11
376000,22,2,376000,376000,1,2,10,60,10,20,50,1,25,1000,1,2,9,7
377000,41,14,377000,377000,5,1,60,5,25,10,85,1,5,1000,1,3,18,10
377010,41,8,377010,377010,3,4,40,40,15,5,75,1,5,1000,1,2,18,10
377020,41,11,377020,377020,4,6,65,10,20,5,75,1,41,1000,1,2,18,10
377030,41,5,377030,377030,2,3,10,65,20,5,75,1,5,1000,1,2,18,10
377040,41,2,377040,377040,1,2,40,40,15,5,75,1,5,1000,1,2,18,10
377050,41,20,377050,377050,6,5,60,5,10,25,85,1,5,1000,1,3,18,10
401000,16,16,401000,401000,6,5,60,10,25,5,55,1,7,1000,1,1,11,4
402000,53,17,402000,402000,6,5,60,10,25,5,70,1,7,1000,1,2,11,4
403000,25,1,403000,403000,1,2,65,10,10,15,60,1,51,1000,1,1,13,14
404000,44,2,404000,404000,1,2,65,10,10,15,75,1,73,1000,1,2,13,14
405000,46,13,405000,405000,5,1,65,10,20,5,60,1,68,1000,1,1,8,6
406000,44,14,406000,406000,5,1,65,10,20,5,75,1,68,1000,1,2,8,6
407000,47,4,407000,407000,2,3,65,5,15,15,60,1,76,1000,1,1,12,2
408000,45,5,408000,408000,2,3,65,5,15,15,75,1,76,1000,1,2,12,2
409000,14,1,409000,409000,1,2,35,10,10,45,35,1,70,1000,1,1,15,8
410000,15,2,410000,410000,1,2,35,10,10,45,50,1,70,1000,1,2,15,8
411000,2,10,411000,411000,4,6,10,30,10,50,55,1,75,1000,1,1,15,3
412000,3,11,412000,412000,4,6,10,30,10,50,70,1,75,1000,1,2,15,3
413000,51,22,413000,413000,2,3,40,15,5,40,60,1,72,1000,1,1,16,17
414000,51,23,414000,414000,2,3,40,15,5,40,75,1,72,1000,1,2,16,17
415000,25,1,415000,415000,1,2,5,35,15,45,60,1,71,1000,1,1,11,14
416000,26,2,416000,416000,1,2,5,35,15,45,75,1,71,1000,1,2,11,14
417000,25,22,417000,417000,6,5,10,60,25,5,60,1,77,1000,1,1,17,9
418000,26,23,418000,418000,6,5,10,60,25,5,75,1,77,1000,1,2,17,9
451000,45,2,451000,451000,1,2,40,10,10,40,85,1,7,1000,1,3,8,20
452000,2,10,452000,452000,4,6,65,10,20,5,75,1,40,1000,1,2,18,10
453000,41,7,453000,453000,3,4,65,10,20,5,75,1,44,1000,1,2,18,10
454000,13,24,454000,454000,6,5,10,65,20,5,75,1,42,1000,1,2,18,10
455000,60,2,455000,455000,1,2,65,10,20,5,75,1,5,1000,1,2,18,10
456000,60,3,456000,456000,1,2,65,10,20,5,75,1,23,1000,1,2,19,5
457000,45,14,457000,457000,5,1,35,10,10,45,85,1,20,1000,1,3,17,10
458000,46,3,458000,458000,1,2,10,65,20,5,85,1,3,1000,1,3,14,11
459000,41,1,459000,459000,1,2,65,10,20,5,70,1,5,1000,1,2,18,10
471000,60,14,471000,471000,5,1,65,10,20,5,70,1,24,3000,1,2,20,15
473000,6,3,473000,473000,10,0,65,10,20,5,90,1,2,6000,1,3,3,12
473100,45,3,473100,473100,10,0,65,10,20,5,90,1,2,6000,1,3,3,12
474000,10,17,474000,474000,6,5,30,30,30,10,70,1,7,1000,1,2,2,10
475000,46,24,475000,475000,2,3,10,60,25,5,85,1,7,1000,1,3,12,13
476000,48,10,476000,476000,4,6,65,10,15,10,85,1,7,1000,1,3,11,14
477000,3,8,477000,477000,3,4,60,10,25,5,90,1,16,1000,1,3,6,16
478000,47,17,478000,478000,6,5,10,65,20,5,90,1,2,1000,1,3,8,24
479000,50,8,479000,479000,3,4,35,10,10,45,90,1,10,1000,1,3,24,21
480000,56,2,480000,480000,1,2,65,10,20,5,85,1,2,1000,1,3,18,23
481000,10,20,481000,481000,4,6,10,60,25,5,70,1,6,1000,1,2,16,5
482000,47,17,482000,482000,6,5,40,10,40,10,75,1,4,1000,1,3,4,5
483000,20,20,483000,483000,4,6,10,40,40,10,60,1,3,1000,1,2,14,9
484000,18,24,484000,484000,0,0,55,30,10,5,50,1,7,1000,1,2,20,24
485000,3,14,485000,485000,5,1,65,10,10,15,85,1,9,1000,1,3,19,8
486000,6,1,486000,486000,1,2,65,10,20,5,90,1,2,1000,1,3,24,8
487000,47,21,487000,487000,0,0,10,65,20,5,90,1,13,4006,1,3,9,3
501000,10,22,501000,501000,1,2,10,65,20,5,60,1,3,1000,1,1,24,6
502000,53,10,502000,502000,4,6,60,10,25,5,50,1,1,1000,1,1,10,1
503000,23,10,503000,503000,4,6,65,10,15,10,50,1,2,2000,1,1,1,21
504000,8,1,504000,504000,1,2,65,10,20,5,60,1,2,1000,1,1,11,5
505000,46,13,505000,505000,5,1,55,10,30,5,60,1,1,3000,2,1,22,20
506000,26,16,506000,506000,6,5,60,10,25,5,60,1,2,1000,1,1,19,15
507000,25,4,507000,507000,2,3,10,65,20,5,60,1,8,1000,1,1,23,5
508000,47,1,508000,508000,1,2,65,10,10,15,70,1,2,3000,1,2,11,14
509000,44,16,509000,509000,6,5,65,10,20,5,70,1,1,1000,1,2,24,18
510000,46,20,510000,510000,3,4,10,35,50,5,70,1,6,1000,1,2,20,9
511000,8,5,511000,511000,2,3,10,55,25,10,70,1,1,1000,1,2,19,7
512000,45,17,512000,512000,6,5,65,15,15,5,90,1,19,3000,1,3,8,19
512010,45,17,512010,512010,6,5,65,15,15,5,90,1,13,3000,1,3,8,19
513000,27,5,513000,513000,2,3,60,10,25,5,90,1,6,1000,2,3,23,7
514000,36,14,514000,514000,5,1,65,10,20,5,75,1,2,3000,2,2,22,20
515000,55,20,515000,515000,3,4,65,10,20,5,85,1,26,1000,1,3,15,13
516000,3,1,516000,516000,1,2,65,10,20,5,85,1,14,1000,1,3,11,5
517000,45,14,517000,517000,5,1,65,15,15,5,90,1,73,1000,1,3,11,5
518000,41,17,518000,518000,6,5,65,15,15,5,90,1,13,1000,1,3,12,15
519000,16,7,519000,519000,3,4,10,35,50,5,50,1,8,3000,1,1,20,4
520000,16,13,520000,520000,5,1,10,55,30,5,50,1,6,1000,1,1,22,16
521000,10,16,521000,521000,6,5,10,65,20,5,50,1,6,1000,2,1,23,13
522000,25,7,522000,522000,3,4,10,65,20,5,50,1,1,1000,1,1,13,21
523000,57,10,523000,523000,4,6,60,10,25,5,60,1,15,3000,1,1,19,8
524000,25,8,524000,524000,3,4,10,60,25,5,60,1,1,3000,1,1,20,10
525000,25,2,525000,525000,1,2,10,55,15,20,70,1,15,3000,1,2,21,15
526000,22,5,526000,526000,2,3,10,60,25,5,70,1,15,3000,1,2,19,22
527000,10,9,527000,527000,3,4,10,60,25,5,75,1,6,1000,1,2,17,1
528000,13,18,528000,528000,6,5,10,55,30,5,75,1,6,1000,1,2,12,22
529000,46,20,529000,529000,1,2,10,55,30,5,75,1,4,1000,2,2,24,21
530000,10,17,530000,530000,6,5,10,55,30,5,75,1,7,3000,2,2,19,11
531000,2,15,531000,531000,5,1,10,55,30,5,85,1,2,3000,1,3,23,17
532000,11,18,532000,532000,6,5,10,65,20,5,85,1,6,1000,2,3,23,13
533000,11,8,533000,533000,3,4,10,50,35,5,85,1,7,1000,2,3,13,21
534000,23,9,534000,534000,3,4,10,65,20,5,90,1,16,1000,2,3,6,8
535000,41,3,535000,535000,1,2,10,65,20,5,90,1,9,2000,2,3,24,19
536000,59,18,536000,536000,6,5,10,65,20,5,90,1,3,3000,1,3,14,12
536010,59,15,536010,536010,5,1,10,65,20,5,90,1,3,3000,1,3,14,12
537000,25,10,537000,537000,4,6,15,10,25,50,50,1,1,3000,1,1,3,9
538000,22,10,538000,538000,4,6,35,10,50,5,50,1,1,1000,1,1,4,5
539000,25,1,539000,539000,1,2,15,10,35,40,50,1,6,3000,1,1,20,7
540000,25,7,540000,540000,3,4,30,10,10,50,60,1,15,3000,1,1,6,22
541000,26,10,541000,541000,4,6,10,40,10,40,60,1,9,3000,1,1,13,1
542000,23,4,542000,542000,2,3,10,15,35,40,60,1,1,3000,1,1,20,16
543000,26,8,543000,543000,3,4,35,10,10,45,70,1,9,3000,1,2,22,4
544000,11,5,544000,544000,2,3,10,10,35,45,70,1,2,1000,1,2,10,6
545000,26,11,545000,545000,4,6,40,10,20,30,70,1,7,1000,1,2,15,19
546000,47,1,546000,546000,1,2,30,10,10,50,70,1,2,1000,1,2,8,19
547000,48,11,547000,547000,4,6,25,10,30,35,85,1,2,1000,1,3,4,5
548000,23,8,548000,548000,0,0,10,20,20,50,50,1,18,1000,1,2,13,3
549000,23,12,549000,549000,4,6,30,10,10,50,75,1,2,1000,1,2,17,5
550000,47,3,550000,550000,1,2,30,10,10,50,85,1,16,3000,1,3,11,15
551000,47,11,551000,551000,4,6,30,10,10,50,85,1,2,3000,1,3,11,2
552000,65,6,552000,552000,2,3,10,15,35,40,85,1,11,3000,1,3,20,16
553000,3,6,553000,553000,2,3,20,10,35,35,90,1,13,3000,1,3,8,24
554000,9,6,554000,554000,2,3,50,10,10,30,90,1,2,3000,1,3,22,1
554010,9,6,554010,554010,2,3,10,50,10,30,90,1,2,3000,1,3,22,1
555000,2,1,555000,555000,1,2,65,10,20,5,50,1,1,3000,1,1,17,16
556000,10,7,556000,556000,3,4,35,10,50,5,50,1,62,1000,1,1,5,13
557000,10,22,557000,557000,1,2,10,55,30,5,50,1,3,3000,1,1,14,17
558000,1,10,558000,558000,4,6,60,10,25,5,50,1,63,3000,1,1,4,22
559000,26,16,559000,559000,6,5,60,10,25,5,60,1,8,3000,1,1,22,23
560000,10,22,560000,560000,1,2,10,60,25,5,60,1,3,1000,2,1,23,13
561000,46,5,561000,561000,2,3,10,65,20,5,60,1,64,3000,1,1,12,24
562000,25,4,562000,562000,2,3,10,55,30,5,60,1,3,3000,1,1,14,8
563000,29,14,563000,563000,5,1,65,10,20,5,70,1,1,3000,1,2,21,14
564000,26,5,564000,564000,2,3,10,65,20,5,70,1,1,3000,2,2,5,13
565000,17,14,565000,565000,5,1,65,10,20,5,70,1,1,3000,1,2,5,1
566000,11,23,566000,566000,1,2,10,65,20,5,75,1,3,1000,2,2,23,13
567000,6,11,567000,567000,4,6,65,10,20,5,85,1,2,3000,1,3,4,22
568000,25,23,568000,568000,6,5,10,60,15,15,70,1,8,1000,2,2,8,17
569000,1,3,569000,569000,1,2,10,65,20,5,90,1,23,1000,1,3,19,5
570000,22,18,570000,570000,6,5,10,65,20,5,90,1,7,2000,2,3,24,7
570010,22,3,570010,570010,1,2,10,65,20,5,90,1,13,2000,2,3,24,7
571000,3,2,571000,571000,1,2,65,10,20,5,90,1,2,3000,1,3,17,16
571010,3,2,571010,571010,1,2,65,10,20,5,90,1,2,3000,1,3,17,16
572000,35,18,572000,572000,6,5,65,20,10,5,85,1,2,2000,1,3,16,23
573000,22,4,573000,573000,2,3,10,60,25,5,50,1,1,1000,1,1,19,7
574000,35,10,574000,574000,4,6,20,30,10,40,50,1,73,1000,1,1,1,19
575000,25,22,575000,575000,5,1,10,65,20,5,50,1,3,3000,2,1,23,13
576000,22,13,576000,576000,5,1,10,60,20,10,60,1,1,3000,1,1,20,8
577000,22,22,577000,577000,4,6,10,65,10,15,60,1,1,1000,1,1,1,21
578000,10,23,578000,578000,1,2,10,60,25,5,60,1,3,3000,2,1,19,16
579000,17,1,579000,579000,1,2,30,45,20,5,70,1,8,1000,1,2,13,16
580000,26,23,580000,580000,5,1,10,40,10,40,70,1,6,3000,1,2,19,15
581000,11,23,581000,581000,6,5,10,55,30,5,70,1,6,3000,2,2,23,17
582000,23,23,582000,582000,4,6,10,55,30,5,70,1,4,1000,1,2,10,11
583000,8,23,583000,583000,1,2,10,60,25,5,75,1,7,1000,1,2,21,17
584000,22,10,584000,584000,4,6,10,30,55,5,60,1,7,1000,1,1,10,21
585000,17,23,585000,585000,2,3,10,50,35,5,75,1,6,3000,1,2,24,17
586000,26,6,586000,586000,2,3,10,65,20,5,85,1,3,1000,1,3,19,7
587000,5,24,587000,587000,6,5,10,45,40,5,85,1,6,1000,1,3,24,21
588000,26,24,588000,588000,2,3,20,55,15,10,90,1,4,1000,2,3,21,20
589000,27,24,589000,589000,6,5,10,65,20,5,90,1,7,3000,1,3,21,1
589010,27,24,589010,589010,6,5,50,35,10,5,90,1,7,3000,1,3,21,1
590000,11,24,590000,590000,1,2,55,30,10,5,90,1,3,1000,1,3,16,17
591000,41,2,591000,591000,1,2,65,10,20,5,90,1,5,1000,1,3,18,10
592000,25,10,592000,592000,4,6,60,10,25,5,45,1,18,3000,1,1,21,9
593000,46,10,593000,593000,4,6,10,20,65,5,45,1,2,1000,1,1,23,4
594000,14,19,594000,594000,4,6,10,20,65,5,45,1,1,1000,1,1,5,12
595000,10,1,595000,595000,1,2,65,10,20,5,45,1,19,1000,1,1,20,14
596000,10,20,596000,596000,5,1,10,20,65,5,55,1,6,3000,1,1,21,12
597000,60,13,597000,597000,5,1,65,10,20,5,70,1,24,3000,1,2,20,15
597010,58,8,597010,597010,3,4,45,10,10,35,70,1,24,3000,1,2,20,15
597020,61,4,597020,597020,2,3,30,55,10,5,70,1,24,3000,1,2,20,15
597030,60,11,597030,597030,4,6,65,10,10,15,70,1,24,3000,1,2,20,15
597040,47,17,597040,597040,6,5,60,10,25,5,70,1,24,3000,1,2,20,15
598000,23,2,598000,598000,1,2,10,60,25,5,55,1,65,3000,1,1,22,16
599000,26,14,599000,599000,5,1,20,10,65,5,60,1,10,1000,1,2,8,6
600000,11,20,600000,600000,4,6,10,30,55,5,60,1,2,3000,1,2,21,17
601000,5,14,601000,601000,5,1,65,10,20,5,60,1,2,3000,1,2,22,23
602000,13,20,602000,602000,6,5,10,25,60,5,60,1,6,3000,1,2,19,12
603000,10,6,603000,603000,2,3,10,35,50,5,70,1,33,3000,1,2,6,8
604000,22,14,604000,604000,5,1,15,10,60,15,70,1,1,1000,1,2,10,23
605000,26,11,605000,605000,4,6,10,20,65,5,70,1,8,3000,2,2,21,9
606000,29,8,606000,606000,3,4,30,10,55,5,70,1,66,1000,2,2,20,7
607000,46,20,607000,607000,5,1,10,45,40,5,60,1,4,1000,2,2,24,17
608000,6,21,608000,608000,5,1,10,20,65,5,75,1,10,3000,1,3,21,12
609000,2,21,609000,609000,1,2,10,20,65,5,80,1,11,3000,2,3,24,17
609010,2,21,609010,609010,1,2,10,20,65,5,80,1,11,3000,2,3,24,17
610000,6,18,610000,610000,6,5,80,5,10,5,80,1,2,1000,2,3,13,6
611000,32,5,611000,611000,2,3,10,50,35,5,70,1,7,3000,1,2,22,3
612000,10,1,612000,612000,1,2,10,35,50,5,45,1,1,3000,1,1,4,9
613000,25,19,613000,613000,1,2,10,20,40,30,45,1,6,1000,1,1,1,21
614000,10,19,614000,614000,6,5,10,40,45,5,45,1,3,3000,2,1,6,16
615000,11,7,615000,615000,3,4,55,10,30,5,45,1,2,1000,1,1,22,7
616000,10,19,616000,616000,3,4,10,20,65,5,55,1,3,3000,1,1,19,6
617000,22,13,617000,617000,5,1,45,10,40,5,55,1,6,3000,2,1,22,19
618000,25,10,618000,618000,4,6,15,10,50,25,55,1,1,1000,1,1,24,5
619000,25,8,619000,619000,3,4,10,45,40,5,60,1,6,1000,2,2,15,14
620000,47,20,620000,620000,5,1,10,45,40,5,60,1,7,1000,1,2,12,16
621000,41,5,621000,621000,2,3,40,10,45,5,60,1,2,1000,1,2,21,4
622000,10,20,622000,622000,5,1,10,45,40,5,70,1,7,1000,1,2,21,17
623000,25,13,623000,623000,5,1,10,40,10,40,60,1,6,3000,1,1,2,15
624000,17,20,624000,624000,2,3,10,55,30,5,70,1,2,1000,1,2,23,1
625000,47,20,625000,625000,1,2,10,20,65,5,75,1,6,1000,1,3,1,21
626000,3,9,626000,626000,3,4,65,10,20,5,75,1,11,1000,1,3,8,17
627000,21,12,627000,627000,4,6,35,10,10,45,75,1,8,2000,1,3,24,21
628000,3,21,628000,628000,0,0,10,60,10,20,80,1,13,3000,2,3,21,12
628010,3,21,628010,628010,0,0,10,60,10,20,80,1,13,3000,2,3,21,12
629000,10,20,629000,629000,5,1,10,35,50,5,45,1,70,1000,1,1,19,1
630000,26,7,630000,630000,3,4,60,10,25,5,30,1,35,3000,1,1,23,21
631000,25,4,631000,631000,2,3,55,10,30,5,30,1,1,1000,2,1,5,13
632000,10,16,632000,632000,6,5,60,10,25,5,50,1,1,3000,1,1,10,22
633000,22,4,633000,633000,2,3,10,35,50,5,30,1,8,3000,1,1,12,20
634000,16,4,634000,634000,2,3,65,10,20,5,35,1,32,3000,1,1,11,19
635000,17,10,635000,635000,4,6,65,10,20,5,35,1,1,3000,1,1,22,4
636000,25,4,636000,636000,2,3,30,10,10,50,35,1,12,3000,2,1,12,23
637000,13,5,637000,637000,2,3,10,60,25,5,35,1,12,1000,1,1,24,17
638000,14,17,638000,638000,6,5,65,10,20,5,40,1,12,1000,1,2,3,15
639000,26,2,639000,639000,1,2,60,10,10,20,75,1,10,3000,2,2,22,20
640000,2,5,640000,640000,2,3,65,10,20,5,40,1,6,1000,2,2,12,13
641000,18,8,641000,641000,3,4,55,10,30,5,50,1,2,3000,1,2,23,21
642000,26,2,642000,642000,1,2,10,65,20,5,40,1,2,1000,1,2,12,5
643000,26,14,643000,643000,5,1,10,30,10,50,50,1,8,2000,1,2,24,17
644000,22,22,644000,644000,5,1,10,55,30,5,60,1,1,1000,1,1,22,23
645000,24,6,645000,645000,2,3,10,65,20,5,60,1,14,1000,1,3,8,7
646000,18,11,646000,646000,4,6,65,10,20,5,65,1,9,1000,1,3,22,4
646010,18,11,646010,646010,4,6,55,10,10,25,65,1,2,1000,1,3,22,4
647000,11,24,647000,647000,2,3,10,65,15,10,65,1,70,2000,1,3,8,4
648000,10,6,648000,648000,2,3,10,65,20,5,95,1,3,1000,2,3,8,22
649000,6,1,649000,649000,1,2,65,10,20,5,95,1,13,1000,1,3,11,17
650000,25,21,650000,650000,4,6,10,65,20,5,90,1,60,1000,2,3,15,13
661000,41,24,661000,661000,6,5,10,65,20,5,85,1,78,4004,1,3,8,24
666000,27,1,666000,666000,1,2,60,10,25,5,85,1,2,4003,1,3,18,4
667000,60,13,667000,667000,5,1,10,65,20,5,80,1,24,1000,1,3,20,15
668000,41,1,668000,668000,1,2,65,10,20,5,85,1,5,1000,1,3,8,24
669000,1,2,669000,669000,1,2,10,65,20,5,85,1,23,1000,1,3,24,8
671000,45,2,671000,671000,1,2,65,10,20,5,95,1,19,3000,1,3,24,21
672000,48,8,672000,672000,0,0,25,10,10,55,95,1,9,3000,1,3,21,12
673000,2,9,673000,673000,3,4,10,65,20,5,95,1,2,3000,1,3,19,5
674000,11,18,674000,674000,6,5,10,65,20,5,95,1,6,3000,1,3,14,15
675000,14,21,675000,675000,6,5,10,30,55,5,95,1,7,3000,1,3,4,12
676000,26,15,676000,676000,5,1,10,25,55,10,95,1,6,3000,1,3,16,17
677000,27,24,677000,677000,4,6,10,65,20,5,95,1,4,3000,1,3,8,3
678000,18,2,678000,678000,1,2,65,10,10,15,75,1,8,3000,1,3,24,7
679000,41,1,679000,679000,1,2,65,10,20,5,75,1,67,4004,1,2,25,10
680000,1,23,680000,680000,1,2,10,65,20,5,75,1,23,4004,1,2,19,5
681000,50,9,681000,681000,3,4,65,10,10,15,85,1,20,3000,1,3,18,10
682000,18,9,682000,682000,3,4,25,10,10,55,95,1,25,3000,1,3,12,5
683000,29,9,683000,683000,3,4,10,25,10,55,95,1,25,3000,1,3,15,10
684000,27,23,684000,684000,4,6,10,65,20,5,75,1,4,3000,1,2,11,16
685000,52,10,685000,685000,4,6,40,10,10,40,75,1,9,3000,1,2,22,14
686000,2,2,686000,686000,1,2,10,65,20,5,70,1,15,3000,1,2,21,12
687000,46,23,687000,687000,5,1,10,50,35,5,70,1,7,3000,1,2,4,9
688000,10,20,688000,688000,2,3,10,35,50,5,70,1,15,3000,1,2,19,13
689000,10,23,689000,689000,2,3,10,50,35,5,70,1,12,3000,1,2,10,11
690000,35,8,690000,690000,3,4,65,10,20,5,60,1,70,3000,1,3,14,21
691000,26,11,691000,691000,4,6,10,10,25,55,75,1,11,3000,1,2,8,11
692000,13,24,692000,692000,6,5,10,60,20,10,85,1,3,3000,1,3,17,7
693000,7,18,693000,693000,6,5,65,10,20,5,85,1,5,3000,1,3,10,13
694000,10,24,694000,694000,6,5,10,65,20,5,85,1,61,3000,1,3,19,9
695000,41,4,695000,695000,2,3,65,10,20,5,85,1,5,1000,1,3,18,10
696000,10,18,696000,696000,6,5,10,65,20,5,85,1,23,1000,1,3,19,5
698000,30,10,698000,698000,4,6,65,10,20,5,85,1,5,1000,1,3,18,10
699000,1,11,699000,699000,4,6,10,65,20,5,85,1,23,1000,1,3,19,5
701000,10,14,701000,701000,5,1,10,65,20,5,75,1,3,3000,1,2,23,4
702000,9,2,702000,702000,1,2,65,10,20,5,80,1,3,3000,1,3,24,8
703000,45,2,703000,703000,1,2,65,10,20,5,85,1,5,3000,1,3,18,10
704000,11,15,704000,704000,5,1,10,65,20,5,75,1,24,3000,1,3,20,15
705000,10,3,705000,705000,1,2,10,65,20,5,85,1,23,3000,1,3,19,5
706000,14,9,706000,706000,3,4,65,10,20,5,85,1,23,3000,1,3,4,5
707000,14,17,707000,707000,6,5,65,10,20,5,85,1,13,3000,1,3,12,15
708000,43,20,708000,708000,3,4,65,10,20,5,60,1,22,3000,1,3,19,12
711000,10,9,711000,711000,3,4,10,65,20,5,90,1,30,1000,1,3,13,16
712000,47,18,712000,712000,6,5,10,65,20,5,90,1,2,1000,1,3,16,21
713000,46,24,713000,713000,2,3,10,65,20,5,65,1,70,1000,1,3,12,3
714000,48,11,714000,714000,4,6,30,10,10,50,90,1,8,1000,1,3,15,19
715000,15,2,715000,715000,1,2,65,10,20,5,90,1,16,1000,1,3,11,20
716000,10,21,716000,716000,6,5,10,65,20,5,90,1,4,1000,1,3,7,17
717000,10,24,717000,717000,3,4,10,60,20,10,90,1,10,1000,1,3,8,4
720000,11,9,720000,720000,3,4,65,10,20,5,90,1,12,3000,1,3,24,3
721000,41,16,721000,721000,6,5,65,10,20,5,85,1,5,4001,1,3,18,10
722000,1,21,722000,722000,1,2,10,60,25,5,85,1,23,4006,1,3,19,5
723000,6,17,723000,723000,6,5,60,10,20,10,90,1,20,4003,2,3,18,10
724000,22,23,724000,724000,1,2,10,60,25,5,60,1,3,1000,1,1,10,11
725000,25,21,725000,725000,6,5,10,65,20,5,85,1,22,1000,1,3,19,12
726000,48,19,726000,726000,4,6,65,10,10,15,90,1,9,1000,1,3,11,10
728000,15,22,728000,728000,1,2,60,25,10,5,85,1,24,3000,1,3,27,15
729000,26,10,729000,729000,4,6,25,10,10,55,70,1,7,1000,1,2,27,16
730000,25,20,730000,730000,5,1,10,10,60,20,70,1,7,1000,1,2,5,6
731000,25,23,731000,731000,2,3,10,65,20,5,80,1,3,1000,1,2,14,9
732000,22,5,732000,732000,2,3,10,65,20,5,70,1,7,1000,2,2,17,15
733000,22,12,733000,733000,4,6,5,65,20,10,70,1,8,1000,1,2,13,1
734000,10,24,734000,734000,5,1,10,65,20,5,80,1,3,1000,2,3,20,22
735000,25,19,735000,735000,4,6,5,5,80,10,70,1,1,1000,2,2,27,16
736000,45,19,736000,736000,6,5,65,5,25,5,90,1,6,2000,1,3,27,2
737000,10,21,737000,737000,6,5,10,35,50,5,90,1,3,1000,1,3,17,10
