id,schedule_id,title_type,title_id,group_id,accumulated_group,display_type,icon_id,starting_flag,action_type1,action_id1,count_type1,condition_count1,action_type2,action_id2,count_type2,condition_count2,action_type3,action_id3,count_type3,condition_count3,required_quests,required_act_type,required_act_id,required_cond_cnt,random_id,cooldown,period_reset_type,possible_period_count,possible_clear_count,reward_deal_id
1020300,1,2,9,0,1008500,4,0,0,38,0,1,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169
1020400,1,2,9,0,1008500,4,0,0,38,0,1,13500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177
1020500,1,2,9,0,1008500,4,0,0,38,0,1,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182
1020600,1,2,9,0,1008500,4,0,0,38,0,1,14500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189
1020700,1,2,9,0,1008500,4,0,0,38,0,1,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197
1020800,1,2,9,0,1008500,4,0,0,38,0,1,15500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201
1020900,1,2,9,0,1008500,4,0,0,38,0,1,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207
1021000,1,2,9,0,1008500,4,0,0,38,0,1,16500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210
1021100,1,2,9,0,1008500,4,0,0,38,0,1,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214
1021200,1,2,9,0,1008500,4,0,0,38,0,1,17500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218
1021300,1,2,9,0,1008500,4,0,0,38,0,1,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223
1021400,1,2,9,0,1008500,4,0,0,38,0,1,18500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227
1021500,1,2,9,0,1008500,4,0,0,38,0,1,19000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232
1021600,1,2,9,0,1008500,4,0,0,38,0,1,19500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238
1021700,1,2,9,0,1008500,4,0,0,38,0,1,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
1021800,1,2,9,0,1008500,4,0,0,38,0,1,21000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153
1021900,1,2,9,0,1008500,4,0,0,38,0,1,22000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171
1022000,1,2,9,0,1008500,4,0,0,38,0,1,23000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248
1022100,1,2,9,0,1008500,4,0,0,38,0,1,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242
1022200,1,2,22,0,1022200,4,0,1,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348
1022300,1,2,22,0,1022200,4,0,0,19,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172
1022400,1,2,22,0,1022200,4,0,0,19,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106
1022500,1,2,22,0,1022200,4,0,0,19,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145
1022600,1,2,22,0,1022200,4,0,0,19,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184
1022700,1,2,22,0,1022200,4,0,0,19,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141
1022800,1,2,22,0,1022200,4,0,0,19,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
1022900,1,2,22,0,1022200,4,0,0,19,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154
1023000,1,2,22,0,1022200,4,0,0,19,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199
1023100,1,2,22,0,1022200,4,0,0,19,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106
1023200,1,2,22,0,1022200,4,0,0,19,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124
1023300,1,2,22,0,1022200,4,0,0,19,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191
1023400,1,2,22,0,1022200,4,0,0,19,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128
1023500,1,2,22,0,1022200,4,0,0,19,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110
1023600,1,2,22,0,1022200,4,0,0,19,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202
1023700,1,2,22,0,1022200,4,0,0,19,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211
1023800,1,2,22,0,1022200,4,0,0,19,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183
1023900,1,2,22,0,1022200,4,0,0,19,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179
1024000,1,2,22,0,1022200,4,0,0,19,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215
1024100,1,2,22,0,1022200,4,0,0,19,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165
1024200,1,2,22,0,1022200,4,0,0,19,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233
1024300,1,2,22,0,1022200,4,0,0,19,0,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158
1024400,1,2,22,0,1022200,4,0,0,19,0,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118
1024500,1,2,22,0,1022200,4,0,0,19,0,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219
1024600,1,2,22,0,1022200,4,0,0,19,0,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134
1024700,1,2,22,0,1022200,4,0,0,19,0,1,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224
1024800,1,2,22,0,1022200,4,0,0,19,0,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166
1024900,1,2,22,0,1022200,4,0,0,19,0,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194
1025000,1,2,22,0,1022200,4,0,0,19,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228
1025100,1,2,22,0,1022200,4,0,0,19,0,1,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128
1025200,1,2,22,0,1022200,4,0,0,19,0,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130
1025300,1,2,22,0,1022200,4,0,0,19,0,1,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124
1025400,1,2,22,0,1022200,4,0,0,19,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191
1025500,1,2,22,0,1022200,4,0,0,19,0,1,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192
1025600,1,2,22,0,1022200,4,0,0,19,0,1,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129
1025700,1,2,22,0,1022200,4,0,0,19,0,1,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146
1025800,1,2,22,0,1022200,4,0,0,19,0,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198
1025900,1,2,22,0,1022200,4,0,0,19,0,1,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234
1026000,1,2,22,0,1022200,4,0,0,19,0,1,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147
1026100,1,2,22,0,1022200,4,0,0,19,0,1,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
1026200,1,2,22,0,1022200,4,0,0,19,0,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159
1026300,1,2,22,0,1022200,4,0,0,19,0,1,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111
1026400,1,2,22,0,1022200,4,0,0,19,0,1,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125
1026500,1,2,22,0,1022200,4,0,0,19,0,1,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185
1026600,1,2,22,0,1022200,4,0,0,19,0,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136
1026700,1,2,22,0,1022200,4,0,0,19,0,1,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107
1026800,1,2,22,0,1022200,4,0,0,19,0,1,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148
1026900,1,2,22,0,1022200,4,0,0,19,0,1,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135
1027000,1,2,22,0,1022200,4,0,0,19,0,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190
1027100,1,2,22,0,1022200,4,0,0,19,0,1,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208
1027200,1,2,22,0,1022200,4,0,0,19,0,1,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131
1027300,1,2,22,0,1022200,4,0,0,19,0,1,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142
1027400,1,2,22,0,1022200,4,0,0,19,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216
1027500,1,2,22,0,1022200,4,0,0,19,0,1,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204
1027600,1,2,22,0,1022200,4,0,0,19,0,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225
1027700,1,2,22,0,1022200,4,0,0,19,0,1,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
1027800,1,2,22,0,1022200,4,0,0,19,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112
1027900,1,2,22,0,1022200,4,0,0,19,0,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212
1028000,1,2,22,0,1022200,4,0,0,19,0,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180
1028100,1,2,22,0,1022200,4,0,0,19,0,1,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186
1028200,1,2,22,0,1022200,4,0,0,19,0,1,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220
1028300,1,2,22,0,1022200,4,0,0,19,0,1,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174
1028400,1,2,22,0,1022200,4,0,0,19,0,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155
1028500,1,2,22,0,1022200,4,0,0,19,0,1,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175
1028600,1,2,22,0,1022200,4,0,0,19,0,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187
1028700,1,2,22,0,1022200,4,0,0,19,0,1,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193
1028800,1,2,22,0,1022200,4,0,0,19,0,1,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119
1028900,1,2,22,0,1022200,4,0,0,19,0,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167
1029000,1,2,22,0,1022200,4,0,0,19,0,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195
1029100,1,2,22,0,1022200,4,0,0,19,0,1,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162
1029200,1,2,22,0,1022200,4,0,0,19,0,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237
1029300,1,2,22,0,1022200,4,0,0,19,0,1,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149
1029400,1,2,22,0,1022200,4,0,0,19,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
1029500,1,2,22,0,1022200,4,0,0,19,0,1,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151
1029600,1,2,22,0,1022200,4,0,0,19,0,1,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150
1029700,1,2,22,0,1022200,4,0,0,19,0,1,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221
1029800,1,2,22,0,1022200,4,0,0,19,0,1,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121
1029900,1,2,22,0,1022200,4,0,0,19,0,1,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235
1030000,1,2,22,0,1022200,4,0,0,19,0,1,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156
1030100,1,2,22,0,1022200,4,0,0,19,0,1,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222
1030200,1,2,22,0,1022200,4,0,0,19,0,1,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114
1030300,1,2,22,0,1022200,4,0,0,19,0,1,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236
1030400,1,2,22,0,1022200,4,0,0,19,0,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115
1030500,1,2,22,0,1022200,4,0,0,19,0,1,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,206
1030600,1,2,22,0,1022200,4,0,0,19,0,1,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181
1030700,1,2,22,0,1022200,4,0,0,19,0,1,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230
1030800,1,2,22,0,1022200,4,0,0,19,0,1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176
1030900,1,2,22,0,1022200,4,0,0,19,0,1,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161
1031000,1,2,22,0,1022200,4,0,0,19,0,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245
1031100,1,2,22,0,1022200,4,0,0,19,0,1,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138
1031200,1,2,22,0,1022200,4,0,0,19,0,1,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160
1031300,1,2,22,0,1022200,4,0,0,19,0,1,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137
1031400,1,2,22,0,1022200,4,0,0,19,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143
1031500,1,2,22,0,1022200,4,0,0,19,0,1,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217
1031600,1,2,22,0,1022200,4,0,0,19,0,1,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209
1031700,1,2,22,0,1022200,4,0,0,19,0,1,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241
1031800,1,2,22,0,1022200,4,0,0,19,0,1,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205
1031900,1,2,22,0,1022200,4,0,0,19,0,1,3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120
1032000,1,2,22,0,1022200,4,0,0,19,0,1,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200
1032100,1,2,22,0,1022200,4,0,0,19,0,1,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113
1032200,1,2,22,0,1022200,4,0,0,19,0,1,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126
1032300,1,2,22,0,1022200,4,0,0,19,0,1,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226
1032400,1,2,22,0,1022200,4,0,0,19,0,1,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231
1032500,1,2,22,0,1022200,4,0,0,19,0,1,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196
1032600,1,2,22,0,1022200,4,0,0,19,0,1,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
1032700,1,2,22,0,1022200,4,0,0,19,0,1,3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213
1032800,1,2,22,0,1022200,4,0,0,19,0,1,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188
1032900,1,2,22,0,1022200,4,0,0,19,0,1,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247
1033000,1,2,22,0,1022200,4,0,0,19,0,1,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168
1033100,1,2,22,0,1022200,4,0,0,19,0,1,4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246
1033200,1,2,22,0,1022200,4,0,0,19,0,1,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122
1033300,1,2,22,0,1022200,4,0,0,19,0,1,4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109
1033400,1,2,22,0,1022200,4,0,0,19,0,1,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116
1033500,1,2,22,0,1022200,4,0,0,19,0,1,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238
1033600,1,2,22,0,1022200,4,0,0,19,0,1,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157
1033700,1,2,22,0,1022200,4,0,0,19,0,1,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177
1033800,1,2,22,0,1022200,4,0,0,19,0,1,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163
1033900,1,2,22,0,1022200,4,0,0,19,0,1,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169
1034000,1,2,22,0,1022200,4,0,0,19,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140
1034100,1,2,22,0,1022200,4,0,0,19,0,1,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214
1034200,1,2,22,0,1022200,4,0,0,19,0,1,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144
1034300,1,2,22,0,1022200,4,0,0,19,0,1,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127
1034400,1,2,22,0,1022200,4,0,0,19,0,1,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210
1034500,1,2,22,0,1022200,4,0,0,19,0,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182
1034600,1,2,22,0,1022200,4,0,0,19,0,1,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
1034700,1,2,22,0,1022200,4,0,0,19,0,1,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133
1034800,1,2,22,0,1022200,4,0,0,19,0,1,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123
1034900,1,2,22,0,1022200,4,0,0,19,0,1,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218
1035000,1,2,22,0,1022200,4,0,0,19,0,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201
1035100,1,2,22,0,1022200,4,0,0,19,0,1,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197
1035200,1,2,22,0,1022200,4,0,0,19,0,1,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232
1035300,1,2,22,0,1022200,4,0,0,19,0,1,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207
1035400,1,2,22,0,1022200,4,0,0,19,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152
1035500,1,2,22,0,1022200,4,0,0,19,0,1,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
1035600,1,2,22,0,1022200,4,0,0,19,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227
1035700,1,2,22,0,1022200,4,0,0,19,0,1,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189
1035800,1,2,22,0,1022200,4,0,0,19,0,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223
1035900,1,2,22,0,1022200,4,0,0,19,0,1,9250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164
1036000,1,2,22,0,1022200,4,0,0,19,0,1,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
1036100,1,2,22,0,1022200,4,0,0,19,0,1,9750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248
1036200,1,2,22,0,1022200,4,0,0,19,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,243
1036300,1,2,3,0,1036300,4,0,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348
1036400,1,2,3,0,1036300,4,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192
1036500,1,2,3,0,1036300,4,0,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191
1036600,1,2,3,0,1036300,4,0,0,2,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124
1036700,1,2,3,0,1036300,4,0,0,2,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130
1036800,1,2,3,0,1036300,4,0,0,2,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128
1036900,1,2,3,0,1036300,4,0,0,2,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228
1037000,1,2,3,0,1036300,4,0,0,2,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194
1037100,1,2,3,0,1036300,4,0,0,2,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166
1037200,1,2,3,0,1036300,4,0,0,2,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224
1037300,1,2,3,0,1036300,4,0,0,2,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134
1037400,1,2,3,0,1036300,4,0,0,2,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219
1037500,1,2,3,0,1036300,4,0,0,2,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118
1037600,1,2,3,0,1036300,4,0,0,2,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158
1037700,1,2,3,0,1036300,4,0,0,2,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233
1037800,1,2,3,0,1036300,4,0,0,2,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165
1037900,1,2,3,0,1036300,4,0,0,2,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215
1038000,1,2,3,0,1036300,4,0,0,2,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179
1038100,1,2,3,0,1036300,4,0,0,2,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183
1038200,1,2,3,0,1036300,4,0,0,2,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211
1038300,1,2,3,0,1036300,4,0,0,2,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202
1038400,1,2,3,0,1036300,4,0,0,2,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110
1038500,1,2,3,0,1036300,4,0,0,2,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,199
1038600,1,2,3,0,1036300,4,0,0,2,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154
1038700,1,2,3,0,1036300,4,0,0,2,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203
1038800,1,2,3,0,1036300,4,0,0,2,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141
1038900,1,2,3,0,1036300,4,0,0,2,0,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184
1039000,1,2,3,0,1036300,4,0,0,2,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145
1039100,1,2,3,0,1036300,4,0,0,2,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106
1039200,1,2,3,0,1036300,4,0,0,2,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172
1039300,1,2,3,0,1036300,4,0,0,2,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117
1039400,1,2,3,0,1036300,4,0,0,2,0,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195
1039500,1,2,3,0,1036300,4,0,0,2,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167
1039600,1,2,3,0,1036300,4,0,0,2,0,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119
1039700,1,2,3,0,1036300,4,0,0,2,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193
1039800,1,2,3,0,1036300,4,0,0,2,0,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187
1039900,1,2,3,0,1036300,4,0,0,2,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175
1040000,1,2,3,0,1036300,4,0,0,2,0,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155
1040100,1,2,3,0,1036300,4,0,0,2,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174
1040200,1,2,3,0,1036300,4,0,0,2,0,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220
1040300,1,2,3,0,1036300,4,0,0,2,0,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186
1040400,1,2,3,0,1036300,4,0,0,2,0,1,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180
1040500,1,2,3,0,1036300,4,0,0,2,0,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212
1040600,1,2,3,0,1036300,4,0,0,2,0,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112
1040700,1,2,3,0,1036300,4,0,0,2,0,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
1040800,1,2,3,0,1036300,4,0,0,2,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225
1040900,1,2,3,0,1036300,4,0,0,2,0,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204
