id,name,haunt_description,haunt_text,effect_id,command_id
274500,邪気を伝える,邪気にあてられ　ようりょくがダウン,あわわわ…,cu_007,st_eff_0401
275000,ホースの力,ホースの力で　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
276000,傷をなめる,傷をなめられ　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
277000,傘のまもり,傘のまもりで　まもりがアップ,いくよっ！,cu_013,st_eff_0502
277500,ボロボロにする,ボロボロになって　まもりがダウン,げげっ…,cu_008,st_eff_0402
278000,素直にする,素直になって　全ステータスが小アップ,ほんわぁ～,cu_015,st_eff_0504
279000,太鼓の達人パワー,太鼓の達人パワーで　ちからが超アップ,フー！！,cu_011,st_eff_0500
280000,牛の力,牛の突進力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
280500,不幸な呪い,不幸な呪いで　ちからがダウン,あわわわ…,cu_006,st_eff_0400
281000,幸せな気分にする,幸せな気分になり　ＨＰがどんどん回復,あはははは～,cu_005,st_eff_0304
281500,嫌な気分にする,嫌な気分になり　ＨＰが少しずつ減っていく,はぁ～…,cu_004,st_eff_0203
282000,晴れ晴れさせる,晴れ晴れとして　ちからが大アップ,いい感じ～,cu_011,st_eff_0500
283000,サンバのリズム,海藻サンバで　全ステータスがアップ,フー！！,cu_015,st_eff_0504
284000,傷をなめる,傷をなめられ　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
285000,素直にする,素直になって　全ステータスが小アップ,ほんわぁ～,cu_015,st_eff_0504
286000,から傘で守る,から傘に守られ　まもりがアップ,いくよっ！,cu_013,st_eff_0502
287000,幸せな気分にする,幸福感につつまれ　ＨＰがどんどん回復,あはははは～,cu_005,st_eff_0304
288000,ヒーロー気取りにする,ヒーロー気取りで　なかなか行動しなくなる,うへへへ～,cu_001,st_eff_0200
289000,牛の力,牛の突進力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
290000,聖獣のオーラ,聖獣のオーラで　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
290010,角の力,聖なる角の加護で　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
291000,草履のフィット感,草履のフィット感で　すばやさがアップ,いい感じ～,cu_014,st_eff_0503
292000,夜更かしさせる,夜更かししすぎて　まもりが大ダウン,うひひひ…,cu_008,st_eff_0402
293000,借りパクさせる,借りパクしようとして　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
294000,草食系にする,なよなよして　ちからが大ダウン,はぁ～…,cu_006,st_eff_0400
295000,せっかちにする,せっかちになって　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
296000,人任せにさせる,人任せになって　たまに行動しなくなる,飽きてきたなー,cu_001,st_eff_0200
297000,ナゾの怪電波,ナゾの怪電波で　ようりょくが超ダウン,あわわわ…,cu_007,st_eff_0401
298000,やけどさせる,ノヅチの炎で　ＨＰが少しずつ減っていく,あつっ！,cu_004,st_eff_0203
299000,理不尽にする,退屈まぎれに　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
300000,チューチューする,チューチューされてＨＰがだんだん減っていく,げげっ…,cu_004,st_eff_0203
301000,徹夜させる,徹夜続きで　まもりが大ダウン,うひひひ…,cu_008,st_eff_0402
302000,どんどろの呪い,どんどろの呪いで　全ステータスが大ダウン,あわわわ…,cu_010,st_eff_0404
303000,モフモフさせる,モフモフしすぎて　すばやさが大ダウン,げげっ…,cu_009,st_eff_0403
303500,モフモフさせる,モフモフしすぎて　すばやさが大ダウン,げげっ…,cu_009,st_eff_0403
304000,否定させる,何も認めなくなって　なかなか行動しなくなる,そーじゃナイヨ！,cu_001,st_eff_0200
305000,自画自賛する,自分に自信が出て　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
306000,花子（小３）の呪い,花子（小３）の呪いで　ようりょくが大ダウン,あわわわ…,cu_007,st_eff_0401
307000,のらりくらりさせる,のらりくらりとして　なかなか行動しなくなる,うーん…,cu_001,st_eff_0200
308000,縄でしばる,縄でしばられ　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
309000,のぼせさせる,のぼせてしまい　全ステータスがダウン,もうダメ…,cu_010,st_eff_0404
310000,爆音をひびかせる,爆音にやられて　ＨＰがだんだん減っていく,あわわわ…,cu_004,st_eff_0203
311000,ふさふさにする,ふっさふさになって　すばやさが大ダウン,動きにくい…,cu_009,st_eff_0403
312000,花子（高２）の呪い,花子（高２）の呪いで　ようりょくが大ダウン,あわわわ…,cu_007,st_eff_0401
313000,くもの糸にからめる,くもの糸にからめとられ　すばやさが大ダウン,動きにくい…,cu_009,st_eff_0403
313010,くもの糸にからめる,くもの糸にからめとられ　すばやさが大ダウン,動きにくい…,cu_009,st_eff_0403
314000,田舎の力,ケマモトの田舎パワーで　全ステータスが小アップ,ほんわぁ～,cu_015,st_eff_0504
315000,ねちがえさせる,首を寝違えて　ＨＰが少しずつ減っていく,いたたた…,cu_004,st_eff_0203
316000,足をからませる,足がからまって　たまに行動しなくなる,動きにくい…,cu_001,st_eff_0200
317000,騒音をひびかせる,騒音にやられて　ＨＰがだんだん減っていく,あわわわ…,cu_004,st_eff_0203
318000,思い出させる,いいことを思い出し　すばやさが大アップ,キター！,cu_014,st_eff_0503
319000,ヌシの力,ヌシの力で　まもりがアップ,いい感じ～,cu_013,st_eff_0502
320000,ムカムカさせる,ムカムカして　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
321000,ピチピチにする,ピチピチになって　ＨＰが少しずつ回復,キター！,cu_005,st_eff_0304
321500,くさらせる,体がくさって　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
322000,首でしばる,首に巻かれて　たまに行動しなくなる,あわわわ…,cu_001,st_eff_0200
322500,首でしばる,首に巻かれて　たまに行動しなくなる,あわわわ…,cu_001,st_eff_0200
323000,保留にさせる,やることを保留にして　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
324000,激怒させる,激怒して　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
325000,思い出させる,いいことを思い出し　すばやさが大アップ,キター！,cu_014,st_eff_0503
326000,こんがらがらせる,全てがこんがらがって　たまに行動しなくなる,動きにくい…,cu_001,st_eff_0200
327000,ピチピチにする,ピチピチになって　ＨＰが少しずつ回復,キター！,cu_005,st_eff_0304
327010,神の力,神の力で　全ステータスが小アップ,いい感じ～,cu_015,st_eff_0504
328000,でっかくする,でっかくなって　ちからが超アップ,ばっふぅぅ～ん！,cu_011,st_eff_0500
329000,華麗に舞わせる,バレエの華麗な舞で　すばやさがアップ,よーし！,cu_014,st_eff_0503
330000,うんちくを言わせる,うんちくばかり言って　なかなか行動しなくなる,うーん…,cu_001,st_eff_0200
331000,８倍の力,８倍にはならないけど　全ステータスが小アップ,いくよっ！,cu_015,st_eff_0504
332000,怪しい力,怪しい力で　すばやさがダウン,あわわわ…,cu_009,st_eff_0403
333000,怪しい力,怪しい力で　すばやさがダウン,あわわわ…,cu_009,st_eff_0403
334000,怪しい力,怪しい力で　まもりがダウン,あわわわ…,cu_008,st_eff_0402
335000,厄介な力,厄介な呪いで　なかなか行動しなくなる,あわわわ…,cu_001,st_eff_0200
336000,不快な力,不快な呪いで　ちからが大ダウン,あわわわ…,cu_006,st_eff_0400
337000,豪快な力,豪快な呪いで　すばやさが大ダウン,あわわわ…,cu_009,st_eff_0403
338000,難解な力,難解な呪いで　ＨＰがどんどん減っていく,あわわわ…,cu_004,st_eff_0203
339000,破壊的な力,破壊的な呪いで　全ステータスがダウン,あわわわ…,cu_010,st_eff_0404
340000,自己中にさせる,自己中になって　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
341000,超大国の力,超大国の力で　全ステータスが小アップ,フー！！,cu_015,st_eff_0504
342000,闇の呪い,闇の呪いで　全ステータスがダウン,あわわわ…,cu_010,st_eff_0404
343000,奇跡の合体パワー,合体パワーで　全ステータスがアップ,よーし！,cu_015,st_eff_0504
344000,お世話する,快適なお世話で　ＨＰが少しずつ回復,いい感じ～,cu_005,st_eff_0304
345000,最新式の力,最新式の力で　まもりがアップ,キター！,cu_013,st_eff_0502
346000,女子力,女子力で　ＨＰが少しずつ回復,うふふふ…,cu_005,st_eff_0304
347000,虎の力,虎の力で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
348000,奇跡の合体パワー,合体パワーで　全ステータスがアップ,よーし！,cu_015,st_eff_0504
349000,ジェットの推進力,ジェットの推進力で　すばやさが大アップ,バッチコーイ！,cu_014,st_eff_0503
350000,冒険心,冒険心がわきあがり　ちからがアップ,いくよっ！,cu_011,st_eff_0500
353000,鼻をほじらせる,鼻をほじって　なかなか行動しなくなる。,ほじほじ…,cu_001,st_eff_0200
354000,ガッツ,ガッツがでて　ちからがアップ,ガッツ！！！,cu_011,st_eff_0500
401000,ギスギスさせる,ギスギスして　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
402000,ギスギスさせる,ギスギスして　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
403000,ねむらせる,眠りこけて　たまに行動しなくなる,Ｚｚｚｚ…,cu_001,st_eff_0200
404000,祭りの力,祭りパワーで　ちからがアップ,バッチコーイ！,cu_011,st_eff_0500
405000,江戸っ子の力,江戸っ子パワーで　すばやさがアップ,いくよっ！,cu_014,st_eff_0503
406000,江戸っ子の力,江戸っ子パワーで　すばやさがアップ,いくよっ！,cu_014,st_eff_0503
407000,うなぎのスタミナ,うなぎのスタミナで　全ステータスがアップ,おいしい！,cu_015,st_eff_0504
408000,うなぎのスタミナ,うなぎのスタミナで　全ステータスがアップ,おいしい！,cu_015,st_eff_0504
409000,たこ焼きの力,たこ焼きパワーで　ＨＰが少しずつ回復,おいしい！,cu_005,st_eff_0304
410000,たこ焼きの力,たこ焼きパワーで　ＨＰがだんだん回復,おいしい！,cu_005,st_eff_0304
411000,感謝であふれさせる,感謝があふれ　まもりがアップ,ほんわぁ～,cu_013,st_eff_0502
412000,きょひさせる,全てを否定し　たまに行動しなくなる,ケッ！,cu_001,st_eff_0200
413000,うどんのコシ,うどんのコシで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
414000,うどんのコシ,うどんのコシで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
415000,興味をなくさせる,無関心にさせて　全ステータスが小ダウン,ふーん…,cu_010,st_eff_0404
416000,興味しんしんにする,何にでも興味が出て　ちからがアップ,よーし！,cu_011,st_eff_0500
417000,ウキウキさせる,さとうきびの甘みで　ＨＰがだんだん回復,ほんわぁ～,cu_005,st_eff_0304
418000,ときめかせる,さとうきびの甘みで　ＨＰがだんだん回復,ほんわぁ～,cu_005,st_eff_0304
371000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
372000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
373000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
374000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
375000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
376000,鋼鉄パワー,鋼鉄パワーで　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
377000,メロン果汁,高級果汁で　ＨＰが少しずつ回復,おいしい！,cu_005,st_eff_0304
377010,ミカン果汁,ビタミンＣ効果で　ちからがアップ,ほんわぁ～,cu_011,st_eff_0500
377020,キウイのうぶ毛,キウイのうぶ毛で　まもりがアップ,よーし！,cu_013,st_eff_0502
377030,ブドウ果汁,ブドウの香りで　ようりょくがアップ,よーし！,cu_012,st_eff_0501
377040,イチゴ果汁,イチゴの甘酸っぱさで　すばやさがアップ,ほんわぁ～,cu_014,st_eff_0503
377050,スイカ果汁,スイカの水分で　ちからがアップ,ほんわぁ～,cu_011,st_eff_0500
1000,ゲロを吐く,ゲロまみれになり　まもりが大ダウン,うそ～ん,cu_008,st_eff_0402
1800,ゲロを吐く,ゲロまみれになり　まもりが大ダウン,うそ～ん,cu_008,st_eff_0402
451000,きびだんごの力,きびだんごをもらって　ちからがアップ,おいしい！,cu_011,st_eff_0500
452000,犬っぽくする,犬っぽくなり　まもりがアップ,ワンワン！,cu_013,st_eff_0502
453000,猿っぽくする,猿っぽくなり　すばやさがアップ,キャンキャン！,cu_014,st_eff_0503
454000,キジっぽくする,キジっぽくなり　ＨＰが少しずつ回復,キジ～,cu_005,st_eff_0304
455000,最新テクノロジー,バスターズの最新技術で　全ステータスが小アップ,キター！,cu_015,st_eff_0504
456000,最新テクノロジー,バスターズの最新技術で　全ステータスが小アップ,キター！,cu_015,st_eff_0504
457000,騎士の守護,騎士の守護で　まもりアップ,キター！,cu_013,st_eff_0502
458000,魔法の力,魔法の力で　ようりょくがアップ,ほんわぁ～,cu_012,st_eff_0501
459000,身軽にする,猫のような身軽さで　すばやさがアップ,よーし！,cu_014,st_eff_0503
471000,最新テクノロジー,バスターズの最新技術で　全ステータスが小アップ,キター！,cu_015,st_eff_0504
472000,エンペラーモードにする,エンペラーパワーで　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
473000,大王のおぼしめし,大王の命を受け　全ステータスがアップ,ははぁーっ,cu_015,st_eff_0504
474000,フツーにする,全てがフツーになり　全ステータスが小ダウン,うーん…,cu_010,st_eff_0404
475000,竜宮城のみちびき,竜宮城の祈りの力で　全ステータスが小アップ,いい感じ～,cu_015,st_eff_0504
476000,ちから持ちにする,ちから持ちになって　ちからがアップ,いくよっ！,cu_011,st_eff_0500
477000,士気を上げる,士気が上がって　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
478000,鬼の呪い,鬼の呪いで　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
479000,機械のちから,体が機械化し　まもりアップ,よーし！,cu_013,st_eff_0502
480000,狂暴にする,すさまじく狂暴化し　味方をたまにこうげきする,うぉーっ！,cu_002,st_eff_0201
481000,モズクの驚異のぬめり,モズクのぬめりの力で　まもりが大アップ,よーし！,cu_013,st_eff_0502
482000,ガシャにめぐまれる,ガシャで当たりを引き　全ステータスがアップ,うへへへ～,cu_015,st_eff_0504
483000,しめっぽくする,しめっぽくなって　ちからが大ダウン,はぁ～…,cu_006,st_eff_0400
484000,宇宙の神秘的パワー,宇宙の神秘のパワーで　全ステータスが大アップ,キター！,cu_015,st_eff_0504
485000,恐怖の呪い,恐怖のあまり　たまに行動しなくなる,あわわわ,cu_001,st_eff_0200
486000,鬼の呪い,鬼の呪いで　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
487000,動きをしばる,動きをしばられ　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
501000,ドキドキさせる,心がおどって　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
502000,手元を狂わせる,手元が狂って　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
503000,枕を返す,枕を返され寝つきが悪くなり　ちからがダウン,もうダメ…,cu_006,st_eff_0400
504000,ガチの戦闘態勢,真剣勝負の覚悟で　ちからがアップ,いくよっ！,cu_011,st_eff_0500
505000,ダメダメにする,ダメダメになり　ちからがダウン,はぁ～…,cu_006,st_eff_0400
506000,俊足にする,俊足になり　すばやさがアップ,よーし！,cu_014,st_eff_0503
507000,急がせる,急がされて　すばやさがアップ,よーし！,cu_014,st_eff_0503
508000,お肉の栄養,お肉の栄養で　ちからがアップ,おいしい！,cu_011,st_eff_0500
509000,シラを切らせる,シラを切って　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
510000,すっとんきょうにする,すっとんきょうになって　味方をすぐにこうげきする,うひひひ…,cu_002,st_eff_0201
511000,考えこませる,考えこんで　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
512000,ほんろうする,忍術でほんろうされ　すばやさがダウン,うわっ！,cu_009,st_eff_0403
512010,ほんろうする,妖術でほんろうされ　すばやさがダウン,うわっ！,cu_009,st_eff_0403
513000,新大陸を目指す,新大陸の夢を追い求め　全ステータスが小アップ,いくよっ！,cu_015,st_eff_0504
514000,克服させる,ダメな部分を克服し　ちからがアップ,よーし！,cu_011,st_eff_0500
515000,総なめさせる,賞を総なめして　全ステータスが小アップ,えっへん！,cu_015,st_eff_0504
516000,天下無双にする,天下無双の力をもち　ちからがアップ,いくよっ！,cu_011,st_eff_0500
517000,「なま」にする,『なま』な部分をさらけ出し　まもりがダウン,あわわわ,cu_008,st_eff_0402
518000,覇道の力,覇道を突き進み　ちからがアップ,よーし！,cu_011,st_eff_0500
519000,パッカーさせる,大事なところが「パッカー」して　まもりが超ダウン,うへへへ～,cu_008,st_eff_0402
520000,ツルツルすべらせる,つるつるすべって　すばやさがアップ,よーし！,cu_014,st_eff_0503
521000,空耳させる,指示を空耳して　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
522000,疑問を持たせる,戦うことに疑問を持ち　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
523000,丸投げさせる,戦いを丸投げし　たまに行動しなくなる,飽きてきたなー,cu_001,st_eff_0200
524000,ピンとこなくする,ピンとこなくなり　ちからがダウン,ピンとこんなぁ～,cu_006,st_eff_0400
525000,テンションを上げる,ハイテンションになり　全ステータスが小アップ,フー！！,cu_015,st_eff_0504
526000,虹色のオーラ,不思議な虹色のオーラで　ようりょくがアップ,ほんわぁ～,cu_012,st_eff_0501
527000,しびれさせる,しびれてしまい　たまに行動しなくなる,ビリビリ～,cu_001,st_eff_0200
528000,難問を出す,ナゾの答えが気になって　たまに行動しなくなる,わかんないよ…,cu_001,st_eff_0200
529000,紙を隠す,紙に巻きつかれ　たまに行動しなくなる,動きにくい…,cu_001,st_eff_0200
530000,ヒマ愛を伝授する,ヒマを愛するようになり　たまに行動しなくなる,ふーん…,cu_001,st_eff_0200
531000,大人買いさせる,大人買いで荷物が重くなり　すばやさがダウン,うへへへ～,cu_009,st_eff_0403
532000,地獄耳にする,頭が混乱して　味方をたまにこうげきする,うひひひ…,cu_002,st_eff_0201
533000,素直にする,なんでも素直に受け入れ　全ステータスが小アップ,ほんわぁ～,cu_015,st_eff_0504
534000,しびれさせる,体がしびれて　たまに行動しなくなる,ビリビリ～,cu_001,st_eff_0200
535000,鬼の呪い,鬼の呪いで　ＨＰが少しずつ減っていく,あわわわ…,cu_004,st_eff_0203
536000,洗練させる,動きが洗練され　すばやさがアップ,フッ…,cu_014,st_eff_0503
536010,洗練させる,動きが洗練され　すばやさがアップ,フッ…,cu_014,st_eff_0503
537000,甘んじさせる,ぬるま湯に甘んじて　全ステータスが小ダウン,うへへへ～,cu_010,st_eff_0404
538000,ポンコツにする,ポンコツすぎて　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
539000,全てを受け入れさせる,なんでも素直に受け入れ　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
540000,おどろかせる,びっくりしすぎて　たまに行動しなくなる,うわっ！,cu_001,st_eff_0200
541000,運転が荒くなる,荒々しい運転になり　味方をたまにこうげきする,うぉーっ！,cu_002,st_eff_0201
542000,あっけらかんとさせる,あっけらかんとして　まもりがアップ,ふーん…,cu_013,st_eff_0502
543000,歌をとどける,熱唱に感動して　全ステータスが小アップ,いい感じ～,cu_015,st_eff_0504
544000,カメのまもり,カメ由来の堅さで　まもりがアップ,よーし！,cu_013,st_eff_0502
545000,お蔵入りにする,お蔵入りされたショックで　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
546000,拡散させる,弱点情報が拡散され　まもりがダウン,げげっ…,cu_008,st_eff_0402
547000,修理する,メンテナンスを受けて　ＨＰが少しずつ回復,よーし！,cu_005,st_eff_0304
548000,アンドロイドにする,関節がアンドロイド化し　すばやさがダウン,あわわわ…,cu_009,st_eff_0403
549000,怒りを爆発させる,怒りが爆発し　ちからがアップ,くそっ！,cu_011,st_eff_0500
550000,ステーキの肉汁,ステーキの肉汁で　ちからがアップ,おいしい！,cu_011,st_eff_0500
551000,野望を持たせる,全てを牛耳ろうとして　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
552000,指令する,指令を受けて　まもりがアップ,ははぁーっ,cu_013,st_eff_0502
553000,スカイパワー,大空をかけて　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
554000,サメ肌にする,サメ肌になり　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
554010,サメ肌にする,サメ肌になり　まもりがアップ,バッチコーイ！,cu_013,st_eff_0502
555000,驚異の力を呼び起こす,潜在能力を開花させ　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
556000,ピヨらせる,ピヨってしまい　味方をすぐにこうげきする,えーっと…,cu_002,st_eff_0201
557000,ほっとさせる,ほっと一息ついて　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
558000,コテンパンにする,簡単にこてんぱんにされるほど　まもりがダウン,はぁ～…,cu_008,st_eff_0402
559000,疑問をもたせる,疑問を持つあまり　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
560000,カンペだよりにする,カンペだよりになり　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
561000,寝ころばせる,だらだら寝ころんで　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
562000,アンニュイなムード,アンニュイな気分になり　たまに行動しなくなる,でもねー…,cu_001,st_eff_0200
563000,文句をいいがちにする,文句ばかり言って　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
564000,お気楽にする,お気楽な気分になり　ようりょくがアップ,あはははは～,cu_012,st_eff_0501
565000,大人ぶらせる,大人ぶりたくなり　たまに行動しなくなる,フッ…,cu_001,st_eff_0200
566000,むちゃ振りする,むちゃ振りされて　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
567000,大化けさせる,実力が大化けして　ちからがアップ,いくよっ！,cu_011,st_eff_0500
568000,大金をチラつかせる,たまのこしの口車に乗り　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
569000,やけどさせる,やけどして　ＨＰが少しずつ減っていく,あつっ！,cu_004,st_eff_0203
570000,追い風を吹かせる,追い風が吹き　すばやさがアップ,キター！,cu_014,st_eff_0503
570010,閉じ込める,ふしぎな風に閉じこめられ　たまに行動しなくなる,げげっ…,cu_001,st_eff_0200
571000,ワルにする,ワルになって　味方をたまにこうげきする,ケッ！,cu_002,st_eff_0201
571010,激辛罰ゲーム,激辛ソースで　ＨＰが少しずつ減っていく,いたたた…,cu_004,st_eff_0203
572000,するどいつむじ風,風に切りつけられ　ＨＰが少しずつ減っていく,いたたた…,cu_004,st_eff_0203
573000,優雅なバスタイム,バスタイム気分で　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
574000,模索させる,自分の道を模索して　たまに行動しなくなる,うーん…,cu_001,st_eff_0200
575000,いやしのハーモニー,素敵な歌声で　ＨＰが少しずつ回復,いい感じ～,cu_005,st_eff_0304
576000,無重力にする,無重力のように軽くなり　すばやさがアップ,よーし！,cu_014,st_eff_0503
577000,てんてこまいにする,てんてこまいになり　たまに行動しなくなる,えーっと…,cu_001,st_eff_0200
578000,はげます,可愛くはげまされて　全ステータスが小アップ,いい感じ～,cu_015,st_eff_0504
579000,舌をかませる,舌をかみまくり　ＨＰが少しずつ減っていく,いたたた…,cu_004,st_eff_0203
580000,日曜気分にする,日曜日気分になり　たまに行動しなくなる,だる～い…,cu_001,st_eff_0200
581000,ガッテンさせる,心の底から納得し　ちからが大アップ,ガッテン！,cu_011,st_eff_0500
582000,地球と通じあう,地球と通じ合って　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
583000,幸せ気分にする,幸せな気持ちになり　ＨＰが少しずつ回復,あはははは～,cu_005,st_eff_0304
584000,どっちつかずにする,自分の立場に迷い　味方をたまにこうげきする,えーっと…,cu_002,st_eff_0201
585000,歯をピカピカにみがく,歯がピカピカになり　まもりが大アップ,よーし！,cu_013,st_eff_0502
586000,香り高いお風呂,お風呂でリラックスし　ＨＰが少しずつ回復,ほんわぁ～,cu_005,st_eff_0304
587000,最高のサービス,最高のサービスで　全ステータスがアップ,いい感じ～,cu_015,st_eff_0504
588000,科学の心,科学の心で　ようりょくがアップ,わかんないよ…,cu_012,st_eff_0501
589000,スピーディーにする,とにかくスピーディーになり　すばやさがアップ,よーし！,cu_014,st_eff_0503
589010,カンフーのかまえ,カンフーのかまえで　ちからがアップ,いくよっ！,cu_011,st_eff_0500
590000,椿のいやしエキス,椿のオイルでＨＰが少しずつ回復,いい感じ～,cu_005,st_eff_0304
591000,しびれるお札,しびれるお札で　たまに行動しなくなる,ビリビリ～,cu_001,st_eff_0200
592000,つぶやかせる,つぶやいてばかりで　なかなか行動しなくなる,うーん…,cu_001,st_eff_0200
593000,やるせなくする,やるせない気持ちになり　味方をすぐにこうげきする,ケッ！,cu_002,st_eff_0201
594000,チクチク刺す,チクチク刺されて　ＨＰがだんだん減っていく,いたたた…,cu_004,st_eff_0203
595000,ちらかす,身の回りが散らかって　すばやさが大ダウン,動きにくい…,cu_009,st_eff_0403
596000,オタクにする,コンピューターオタクになり　ちからが大ダウン,わかんないよ…,cu_006,st_eff_0400
597000,怒りっぽくする,怒りっぽくなって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
597010,怒りっぽくする,怒りっぽくなって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
597020,怒りっぽくする,怒りっぽくなって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
597030,怒りっぽくする,怒りっぽくなって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
597040,怒りっぽくする,怒りっぽくなって　味方をたまにこうげきする,くそっ！,cu_002,st_eff_0201
598000,カリカリさせる,カリカリして　味方をすぐにこうげきする,ふんっ,cu_002,st_eff_0201
599000,自己嫌悪にする,自己嫌悪におちいり　全ステータスが大ダウン,はぁ～…,cu_010,st_eff_0404
600000,インチキする,インチキにかかり　すばやさが大ダウン,うそ～ん,cu_009,st_eff_0403
601000,ガードが甘くなる,ガードが甘くなり　まもりが大ダウン,げげっ…,cu_008,st_eff_0402
602000,イタい思い出をエグる,イタい過去をえぐられ　ＨＰがどんどん減っていく,いたたた…,cu_004,st_eff_0203
603000,ラップさせる,ラップにはまり　なかなか行動しなくなる,ヘイ！[ＹＯ/ヨー]！,cu_001,st_eff_0200
604000,毛だらけにする,毛だらけになり　すばやさが超ダウン,動きにくい…,cu_009,st_eff_0403
605000,つぶやかせる,つぶやいてばかりで　なかなか行動しなくなる,うーん…,cu_001,st_eff_0200
606000,だるくする,だるくなって　なかなか行動しなくなる,だる～い…,cu_001,st_eff_0200
607000,手元がおろそかになる,手元が狂って　味方をすぐにこうげきする,えーっと…,cu_002,st_eff_0201
608000,ハッキングする,ハッキングされて　味方をすぐにこうげきする,げげっ…,cu_002,st_eff_0201
609000,邪悪な薬品,邪悪な薬品で　ＨＰがだんだん減っていく,おえぇ～っ,cu_004,st_eff_0203
609010,危険な薬品,危険な薬品で　ＨＰがだんだん減っていく,おえぇ～っ,cu_004,st_eff_0203
610000,せっかちにする,待ちきれなくなり　味方をすぐにこうげきする,くそっ！,cu_002,st_eff_0201
611000,いい線いかせる,いい線いくようになって　全ステータスが小アップ,よーし！,cu_015,st_eff_0504
612000,帰宅願望を刺激する,帰りたくなって　なかなか行動しなくなる,はぁ～…,cu_001,st_eff_0200
613000,ほめたおす,手加減してしまい　ちからが大ダウン,えーっと…,cu_006,st_eff_0400
614000,ラブレターをやぶる,恨みの心で　味方をすぐにこうげきする,くそっ！,cu_002,st_eff_0201
615000,手のひら返させる,手のひらを返して　味方をすぐにこうげきする,えへへ,cu_002,st_eff_0201
616000,年季を重ねる,古臭くなり　まもりが大ダウン,げげっ…,cu_008,st_eff_0402
617000,不安感を呼び起こす,不安感を植え付けられ　味方をすぐにこうげきする,はぁ～…,cu_002,st_eff_0201
