id,skill_id,level,name,description,description_gacha
224,76,1,圧殺,敵（中央）の全ステータスを\n{0}％減少させる,敵（中央）の\n全ステータスを\n減少させる
225,76,2,圧殺,敵（中央）の全ステータスを\n{0}％減少させる,敵（中央）の\n全ステータスを\n減少させる
226,76,3,圧殺,敵（中央）の全ステータスを\n{0}％減少させる,敵（中央）の\n全ステータスを\n減少させる
227,77,1,邪視,敵（中央）の全ステータスを\n{0}減少させる,敵（中央）の\n全ステータスを\n減少させる
228,77,2,邪視,敵（中央）の全ステータスを\n{0}減少させる,敵（中央）の\n全ステータスを\n減少させる
229,77,3,邪視,敵（中央）の全ステータスを\n{0}減少させる,敵（中央）の\n全ステータスを\n減少させる
230,78,1,圧殺(力),敵（中央）の「ちから」を\n{0}％減少させる,敵（中央）の\n「ちから」を減少\nさせる
231,78,2,圧殺(力),敵（中央）の「ちから」を\n{0}％減少させる,敵（中央）の\n「ちから」を減少\nさせる
232,78,3,圧殺(力),敵（中央）の「ちから」を\n{0}％減少させる,敵（中央）の\n「ちから」を減少\nさせる
233,79,1,邪視(力),敵（中央）の「ちから」を\n{0}減少させる,敵（中央）の\n「ちから」を減少\nさせる
234,79,2,邪視(力),敵（中央）の「ちから」を\n{0}減少させる,敵（中央）の\n「ちから」を減少\nさせる
235,79,3,邪視(力),敵（中央）の「ちから」を\n{0}減少させる,敵（中央）の\n「ちから」を減少\nさせる
236,80,1,圧殺(妖),敵（中央）の「ようりょく」を\n{0}％減少させる,敵（中央）の\n「ようりょく」を\n減少させる
237,80,2,圧殺(妖),敵（中央）の「ようりょく」を\n{0}％減少させる,敵（中央）の\n「ようりょく」を\n減少させる
238,80,3,圧殺(妖),敵（中央）の「ようりょく」を\n{0}％減少させる,敵（中央）の\n「ようりょく」を\n減少させる
239,81,1,邪視(妖),敵（中央）の「ようりょく」を\n{0}減少させる,敵（中央）の\n「ようりょく」を\n減少させる
240,81,2,邪視(妖),敵（中央）の「ようりょく」を\n{0}減少させる,敵（中央）の\n「ようりょく」を\n減少させる
241,81,3,邪視(妖),敵（中央）の「ようりょく」を\n{0}減少させる,敵（中央）の\n「ようりょく」を\n減少させる
242,82,1,圧殺(守),敵（中央）の「まもり」を\n{0}％減少させる,敵（中央）の\n「まもり」を減少\nさせる
243,82,2,圧殺(守),敵（中央）の「まもり」を\n{0}％減少させる,敵（中央）の\n「まもり」を減少\nさせる
244,82,3,圧殺(守),敵（中央）の「まもり」を\n{0}％減少させる,敵（中央）の\n「まもり」を減少\nさせる
245,83,1,邪視(守),敵（中央）の「まもり」を\n{0}減少させる,敵（中央）の\n「まもり」を減少\nさせる
246,83,2,邪視(守),敵（中央）の「まもり」を\n{0}減少させる,敵（中央）の\n「まもり」を減少\nさせる
247,83,3,邪視(守),敵（中央）の「まもり」を\n{0}減少させる,敵（中央）の\n「まもり」を減少\nさせる
248,84,1,圧殺(早),敵（中央）の「すばやさ」を\n{0}％減少させる,敵（中央）の\n「すばやさ」を減\n少させる
249,84,2,圧殺(早),敵（中央）の「すばやさ」を\n{0}％減少させる,敵（中央）の\n「すばやさ」を減\n少させる
250,84,3,圧殺(早),敵（中央）の「すばやさ」を\n{0}％減少させる,敵（中央）の\n「すばやさ」を減\n少させる
251,85,1,邪視(早),敵（中央）の「すばやさ」を\n{0}減少させる,敵（中央）の\n「すばやさ」を減\n少させる
252,85,2,邪視(早),敵（中央）の「すばやさ」を\n{0}減少させる,敵（中央）の\n「すばやさ」を減\n少させる
253,85,3,邪視(早),敵（中央）の「すばやさ」を\n{0}減少させる,敵（中央）の\n「すばやさ」を減\n少させる
254,86,1,全力 イサマシ,バトルのとき　全ステータス{0}％増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
255,86,2,全力 イサマシ,バトルのとき　全ステータス{0}％増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
256,86,3,全力 イサマシ,バトルのとき　全ステータス{0}％増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
257,87,1,奮闘 イサマシ,バトルのとき　全ステータス{0}増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
258,87,2,奮闘 イサマシ,バトルのとき　全ステータス{0}増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
259,87,3,奮闘 イサマシ,バトルのとき　全ステータス{0}増加\n中央の敵がイサマシのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がイサマシ\nで更に増加する
260,88,1,全力 フシギ,バトルのとき　全ステータス{0}％増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
261,88,2,全力 フシギ,バトルのとき　全ステータス{0}％増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
262,88,3,全力 フシギ,バトルのとき　全ステータス{0}％増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
263,89,1,奮闘 フシギ,バトルのとき　全ステータス{0}増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
264,89,2,奮闘 フシギ,バトルのとき　全ステータス{0}増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
265,89,3,奮闘 フシギ,バトルのとき　全ステータス{0}増加\n中央の敵がフシギのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がフシギ\nで更に増加する
266,90,1,全力 ゴーケツ,バトルのとき　全ステータス{0}％増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
267,90,2,全力 ゴーケツ,バトルのとき　全ステータス{0}％増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
268,90,3,全力 ゴーケツ,バトルのとき　全ステータス{0}％増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
269,91,1,奮闘 ゴーケツ,バトルのとき　全ステータス{0}増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
270,91,2,奮闘 ゴーケツ,バトルのとき　全ステータス{0}増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
271,91,3,奮闘 ゴーケツ,バトルのとき　全ステータス{0}増加\n中央の敵がゴーケツのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がゴーケツ\nで更に増加する
272,92,1,全力 プリチー,バトルのとき　全ステータス{0}％増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
273,92,2,全力 プリチー,バトルのとき　全ステータス{0}％増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
274,92,3,全力 プリチー,バトルのとき　全ステータス{0}％増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
275,93,1,奮闘 プリチー,バトルのとき　全ステータス{0}増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
276,93,2,奮闘 プリチー,バトルのとき　全ステータス{0}増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
277,93,3,奮闘 プリチー,バトルのとき　全ステータス{0}増加\n中央の敵がプリチーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がプリチー\nで更に増加する
278,94,1,全力 ポカポカ,バトルのとき　全ステータス{0}％増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
279,94,2,全力 ポカポカ,バトルのとき　全ステータス{0}％増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
280,94,3,全力 ポカポカ,バトルのとき　全ステータス{0}％増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
281,95,1,奮闘 ポカポカ,バトルのとき　全ステータス{0}増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
282,95,2,奮闘 ポカポカ,バトルのとき　全ステータス{0}増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
283,95,3,奮闘 ポカポカ,バトルのとき　全ステータス{0}増加\n中央の敵がポカポカのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がポカポカ\nで更に増加する
284,96,1,全力 ウスラカゲ,バトルのとき　全ステータス{0}％増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
285,96,2,全力 ウスラカゲ,バトルのとき　全ステータス{0}％増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
286,96,3,全力 ウスラカゲ,バトルのとき　全ステータス{0}％増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
287,97,1,奮闘 ウスラカゲ,バトルのとき　全ステータス{0}増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
288,97,2,奮闘 ウスラカゲ,バトルのとき　全ステータス{0}増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
289,97,3,奮闘 ウスラカゲ,バトルのとき　全ステータス{0}増加\n中央の敵がウスラカゲのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がウスラカゲ\nで更に増加する
290,98,1,全力 ブキミー,バトルのとき　全ステータス{0}％増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
291,98,2,全力 ブキミー,バトルのとき　全ステータス{0}％増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
292,98,3,全力 ブキミー,バトルのとき　全ステータス{0}％増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
293,99,1,奮闘 ブキミー,バトルのとき　全ステータス{0}増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
294,99,2,奮闘 ブキミー,バトルのとき　全ステータス{0}増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
295,99,3,奮闘 ブキミー,バトルのとき　全ステータス{0}増加\n中央の敵がブキミーのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がブキミー\nで更に増加する
296,100,1,全力 ニョロロン,バトルのとき　全ステータス{0}％増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
297,100,2,全力 ニョロロン,バトルのとき　全ステータス{0}％増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
298,100,3,全力 ニョロロン,バトルのとき　全ステータス{0}％増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
299,101,1,奮闘 ニョロロン,バトルのとき　全ステータス{0}増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
300,101,2,奮闘 ニョロロン,バトルのとき　全ステータス{0}増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
301,101,3,奮闘 ニョロロン,バトルのとき　全ステータス{0}増加\n中央の敵がニョロロンのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がニョロロン\nで更に増加する
302,102,1,全力 かいま,バトルのとき　全ステータス{0}％増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
303,102,2,全力 かいま,バトルのとき　全ステータス{0}％増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
304,102,3,全力 かいま,バトルのとき　全ステータス{0}％増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
305,103,1,奮闘 かいま,バトルのとき　全ステータス{0}増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
306,103,2,奮闘 かいま,バトルのとき　全ステータス{0}増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
307,103,3,奮闘 かいま,バトルのとき　全ステータス{0}増加\n中央の敵が怪魔のときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央が怪魔\nで更に増加する
308,104,1,全力 ハグレ,バトルのとき　全ステータス{0}％増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
309,104,2,全力 ハグレ,バトルのとき　全ステータス{0}％増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
310,104,3,全力 ハグレ,バトルのとき　全ステータス{0}％増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
311,105,1,奮闘 ハグレ,バトルのとき　全ステータスを{0}増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
312,105,2,奮闘 ハグレ,バトルのとき　全ステータスを{0}増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
313,105,3,奮闘 ハグレ,バトルのとき　全ステータスを{0}増加\n中央の敵がハグレのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がハグレ\nで更に増加する
314,106,1,全力 エンマ,バトルのとき　全ステータス{0}％増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
315,106,2,全力 エンマ,バトルのとき　全ステータス{0}％増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
316,106,3,全力 エンマ,バトルのとき　全ステータス{0}％増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
317,107,1,奮闘 エンマ,バトルのとき　全ステータス{0}増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
318,107,2,奮闘 エンマ,バトルのとき　全ステータス{0}増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
319,107,3,奮闘 エンマ,バトルのとき　全ステータス{0}増加\n中央の敵がエンマのときは　さらに増加,バトルのとき\n全ステータスを\n増加する\n中央がエンマ\nで更に増加する
320,108,1,反骨,自分よりも　敵のバトルメンバーが強いとき\n全ステータスを{0}％増加する,自分より敵の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
321,108,2,反骨,自分よりも　敵のバトルメンバーが強いとき\n全ステータスを{0}％増加する,自分より敵の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
322,108,3,反骨,自分よりも　敵のバトルメンバーが強いとき\n全ステータスを{0}％増加する,自分より敵の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
323,109,1,横暴,敵よりも　自分のバトルメンバーが強いとき\n全ステータスを{0}％増加する,敵より自分の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
324,109,2,横暴,敵よりも　自分のバトルメンバーが強いとき\n全ステータスを{0}％増加する,敵より自分の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
325,109,3,横暴,敵よりも　自分のバトルメンバーが強いとき\n全ステータスを{0}％増加する,敵より自分の\nバトルメンバーが\n強いときに\n全ステータスが\n増加する
326,110,1,逆境,バトルメンバーの誰かが　気絶したら\n全ステータスを{0}％増加する,バトルメンバーの\n誰かが気絶したら\n全ステータスが\n増加する
327,110,2,逆境,バトルメンバーの誰かが　気絶したら\n全ステータスを{0}％増加する,バトルメンバーの\n誰かが気絶したら\n全ステータスが\n増加する
328,110,3,逆境,バトルメンバーの誰かが　気絶したら\n全ステータスを{0}％増加する,バトルメンバーの\n誰かが気絶したら\n全ステータスが\n増加する
329,111,1,仲間 イサマシ,自分を含めて　３体以上がイサマシのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nイサマシのとき\n全ステータス\nが増加する
330,111,2,仲間 イサマシ,自分を含めて　３体以上がイサマシのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nイサマシのとき\n全ステータス\nが増加する
331,111,3,仲間 イサマシ,自分を含めて　３体以上がイサマシのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nイサマシのとき\n全ステータス\nが増加する
332,112,1,仲間 フシギ,自分を含めて　３体以上がフシギのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nフシギのとき\n全ステータス\nが増加する
333,112,2,仲間 フシギ,自分を含めて　３体以上がフシギのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nフシギのとき\n全ステータス\nが増加する
334,112,3,仲間 フシギ,自分を含めて　３体以上がフシギのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nフシギのとき\n全ステータス\nが増加する
335,113,1,仲間 ゴーケツ,自分を含めて　３体以上がゴーケツのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nゴーケツのとき\n全ステータス\nが増加する
336,113,2,仲間 ゴーケツ,自分を含めて　３体以上がゴーケツのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nゴーケツのとき\n全ステータス\nが増加する
337,113,3,仲間 ゴーケツ,自分を含めて　３体以上がゴーケツのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nゴーケツのとき\n全ステータス\nが増加する
338,114,1,仲間 プリチー,自分を含めて　３体以上がプリチーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nプリチーのとき\n全ステータス\nが増加する
339,114,2,仲間 プリチー,自分を含めて　３体以上がプリチーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nプリチーのとき\n全ステータス\nが増加する
340,114,3,仲間 プリチー,自分を含めて　３体以上がプリチーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nプリチーのとき\n全ステータス\nが増加する
341,115,1,仲間 ポカポカ,自分を含めて　３体以上がポカポカのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nポカポカのとき\n全ステータス\nが増加する
342,115,2,仲間 ポカポカ,自分を含めて　３体以上がポカポカのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nポカポカのとき\n全ステータス\nが増加する
343,115,3,仲間 ポカポカ,自分を含めて　３体以上がポカポカのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nポカポカのとき\n全ステータス\nが増加する
344,116,1,仲間 ウスラカゲ,自分を含めて　３体以上がウスラカゲのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nウスラカゲのとき\n全ステータス\nが増加する
345,116,2,仲間 ウスラカゲ,自分を含めて　３体以上がウスラカゲのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nウスラカゲのとき\n全ステータス\nが増加する
346,116,3,仲間 ウスラカゲ,自分を含めて　３体以上がウスラカゲのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nウスラカゲのとき\n全ステータス\nが増加する
347,117,1,仲間 ブキミー,自分を含めて　３体以上がブキミーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nブキミーのとき\n全ステータス\nが増加する
348,117,2,仲間 ブキミー,自分を含めて　３体以上がブキミーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nブキミーのとき\n全ステータス\nが増加する
349,117,3,仲間 ブキミー,自分を含めて　３体以上がブキミーのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nブキミーのとき\n全ステータス\nが増加する
350,118,1,仲間 ニョロロン,自分を含めて　３体以上がニョロロンのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nニョロロンのとき\n全ステータス\nが増加する
351,118,2,仲間 ニョロロン,自分を含めて　３体以上がニョロロンのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nニョロロンのとき\n全ステータス\nが増加する
352,118,3,仲間 ニョロロン,自分を含めて　３体以上がニョロロンのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nニョロロンのとき\n全ステータス\nが増加する
353,119,1,仲間 かいま,自分を含めて　３体以上が怪魔のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n怪魔のとき\n全ステータス\nが増加する
354,119,2,仲間 かいま,自分を含めて　３体以上が怪魔のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n怪魔のとき\n全ステータス\nが増加する
355,119,3,仲間 かいま,自分を含めて　３体以上が怪魔のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n怪魔のとき\n全ステータス\nが増加する
356,120,1,仲間 ハグレ,自分を含めて　３体以上がハグレのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nハグレのとき\n全ステータス\nが増加する
357,120,2,仲間 ハグレ,自分を含めて　３体以上がハグレのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nハグレのとき\n全ステータス\nが増加する
358,120,3,仲間 ハグレ,自分を含めて　３体以上がハグレのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nハグレのとき\n全ステータス\nが増加する
359,121,1,仲間 エンマ,自分を含めて　３体以上がエンマのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nエンマのとき\n全ステータス\nが増加する
360,121,2,仲間 エンマ,自分を含めて　３体以上がエンマのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nエンマのとき\n全ステータス\nが増加する
361,121,3,仲間 エンマ,自分を含めて　３体以上がエンマのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nエンマのとき\n全ステータス\nが増加する
362,122,1,仲間 古典,自分を含めて　３体以上が古典のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n古典のとき\n全ステータス\nが増加する
363,122,2,仲間 古典,自分を含めて　３体以上が古典のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n古典のとき\n全ステータス\nが増加する
364,122,3,仲間 古典,自分を含めて　３体以上が古典のとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\n古典のとき\n全ステータス\nが増加する
365,123,1,仲間 レジェンド,自分を含めて　３体以上がレジェンドのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nレジェンドのとき\n全ステータス\nが増加する
366,123,2,仲間 レジェンド,自分を含めて　３体以上がレジェンドのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nレジェンドのとき\n全ステータス\nが増加する
367,123,3,仲間 レジェンド,自分を含めて　３体以上がレジェンドのとき\n全ステータスが{0}％増加する,自分を含めて\n３体以上が\nレジェンドのとき\n全ステータス\nが増加する
368,124,1,同族 イサマシ,バトルメンバーで　自分以外の４体が\nイサマシのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nイサマシのとき\n全ステータスが\n増加する
369,124,2,同族 イサマシ,バトルメンバーで　自分以外の４体が\nイサマシのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nイサマシのとき\n全ステータスが\n増加する
370,124,3,同族 イサマシ,バトルメンバーで　自分以外の４体が\nイサマシのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nイサマシのとき\n全ステータスが\n増加する
371,125,1,同族 フシギ,バトルメンバーで　自分以外の４体が\nフシギのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nフシギのとき\n全ステータスが\n増加する
372,125,2,同族 フシギ,バトルメンバーで　自分以外の４体が\nフシギのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nフシギのとき\n全ステータスが\n増加する
373,125,3,同族 フシギ,バトルメンバーで　自分以外の４体が\nフシギのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nフシギのとき\n全ステータスが\n増加する
374,126,1,同族 ゴーケツ,バトルメンバーで　自分以外の４体が\nゴーケツのとき全ステータス{0}増加,バトルメンバーで\n自分以外の４体が\nゴーケツのとき\n全ステータスが\n増加する
375,126,2,同族 ゴーケツ,バトルメンバーで　自分以外の４体が\nゴーケツのとき全ステータス{0}増加,バトルメンバーで\n自分以外の４体が\nゴーケツのとき\n全ステータスが\n増加する
376,126,3,同族 ゴーケツ,バトルメンバーで　自分以外の４体が\nゴーケツのとき全ステータス{0}増加,バトルメンバーで\n自分以外の４体が\nゴーケツのとき\n全ステータスが\n増加する
377,127,1,同族 プリチー,バトルメンバーで　自分以外の４体が\nプリチーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nプリチーのとき\n全ステータスが\n増加する
378,127,2,同族 プリチー,バトルメンバーで　自分以外の４体が\nプリチーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nプリチーのとき\n全ステータスが\n増加する
379,127,3,同族 プリチー,バトルメンバーで　自分以外の４体が\nプリチーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nプリチーのとき\n全ステータスが\n増加する
380,128,1,同族 ポカポカ,バトルメンバーで　自分以外の４体が\nポカポカのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nポカポカのとき\n全ステータスが\n増加する
381,128,2,同族 ポカポカ,バトルメンバーで　自分以外の４体が\nポカポカのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nポカポカのとき\n全ステータスが\n増加する
382,128,3,同族 ポカポカ,バトルメンバーで　自分以外の４体が\nポカポカのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nポカポカのとき\n全ステータスが\n増加する
383,129,1,同族 ウスラカゲ,バトルメンバーで　自分以外の４体が\nウスラカゲのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nウスラカゲのとき\n全ステータスが\n増加する
384,129,2,同族 ウスラカゲ,バトルメンバーで　自分以外の４体が\nウスラカゲのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nウスラカゲのとき\n全ステータスが\n増加する
385,129,3,同族 ウスラカゲ,バトルメンバーで　自分以外の４体が\nウスラカゲのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nウスラカゲのとき\n全ステータスが\n増加する
386,130,1,同族 ブキミー,バトルメンバーで　自分以外の４体が\nブキミーのとき全ステータス{0}％増加,バトルメンバーで\n自分以外の４体が\nブキミーのとき\n全ステータスが\n増加する
