area_code,monster_id_1,monster_weight_1,monster_id_2,monster_weight_2,monster_id_3,monster_weight_3,monster_id_4,monster_weight_4,monster_id_5,monster_weight_5,monster_id_6,monster_weight_6,monster_id_7,monster_weight_7,monster_id_8,monster_weight_8,monster_id_9,monster_weight_9,monster_id_10,monster_weight_10
085421,137000,2667,106000,2667,268000,2000,560000,2000,453000,667,0,0,0,0,0,0,0,0,0,0
085464,556000,2500,519000,2500,152000,1875,297000,1250,581000,1250,453000,625,0,0,0,0,0,0,0,0
085642,149000,2500,151000,2500,159000,1875,237000,1250,730000,1250,453000,625,0,0,0,0,0,0,0,0
092011,135000,2105,137000,2105,540000,1579,577000,1579,568000,1053,735000,1053,150010,526,0,0,0,0,0,0
092029,162000,2105,138000,2105,203000,1579,186010,1579,568000,1053,147010,1053,150010,526,0,0,0,0,0,0
092037,258000,2353,118000,2353,152000,1765,577000,1765,568000,1176,377040,588,0,0,0,0,0,0,0,0
092045,629000,2500,315000,2500,159000,1875,730000,1250,568000,1250,452000,625,0,0,0,0,0,0,0,0
092053,162000,2353,118000,2353,128000,1765,560000,1765,151010,1176,377040,588,0,0,0,0,0,0,0,0
092061,573000,2500,592000,2500,203000,1875,270000,1250,144000,1250,150010,625,0,0,0,0,0,0,0,0
092088,197000,2353,135000,2353,128000,1765,505000,1765,735000,1176,377040,588,0,0,0,0,0,0,0,0
092096,629000,2353,519000,2353,152000,1765,577000,1765,730000,1176,377040,588,0,0,0,0,0,0,0,0
092100,197000,2105,315000,2105,128000,1579,577000,1579,568000,1053,125010,1053,150010,526,0,0,0,0,0,0
092118,520000,2105,120010,2105,152000,1579,506000,1579,175000,1053,247000,1053,150010,526,0,0,0,0,0,0
092134,162000,2105,138000,2105,203000,1579,577000,1579,121010,1053,125010,1053,150010,526,0,0,0,0,0,0
092142,629000,2105,118000,2105,128000,1579,577000,1579,620000,1053,297000,1053,150010,526,0,0,0,0,0,0
092151,137000,2105,138000,2105,203000,1579,506000,1579,305000,1053,735000,1053,150010,526,0,0,0,0,0,0
092169,629000,2105,519000,2105,159000,1579,524000,1579,601000,1053,766000,1053,150010,526,0,0,0,0,0,0
093017,197000,2105,138000,2105,203000,1579,560000,1579,305000,1053,581000,1053,150010,526,0,0,0,0,0,0
093424,629000,2857,118000,2857,598000,2143,581000,1429,774000,714,0,0,0,0,0,0,0,0,0,0
093432,197000,2105,138000,2105,128000,1579,560000,1579,151010,1053,510000,1053,150010,526,0,0,0,0,0,0
093441,520000,2500,503000,2500,152000,1875,733000,1250,525000,1250,150010,625,0,0,0,0,0,0,0,0
093459,258000,2500,519000,2500,152000,1875,581000,1250,620000,1250,150010,625,0,0,0,0,0,0,0,0
093611,197000,2500,315000,2500,159000,1875,733000,1250,121010,1250,377040,625,0,0,0,0,0,0,0,0
093645,629000,2105,118000,2105,598000,1579,618000,1579,620000,1053,730000,1053,150010,526,0,0,0,0,0,0
093840,197000,2105,118000,2105,203000,1579,560000,1579,525000,1053,151010,1053,150010,526,0,0,0,0,0,0
093866,197000,2105,503000,2105,203000,1579,560000,1579,638000,1053,510000,1053,150010,526,0,0,0,0,0,0
094072,557000,2857,138000,2857,152000,2143,581000,1429,774000,714,0,0,0,0,0,0,0,0,0,0
094111,520000,2498,118000,2498,203000,1874,151010,1249,620000,1249,150010,625,783000,6,0,0,0,0,0,0
102016,187000,2500,135000,2500,159000,1875,256000,1250,766000,1250,774000,625,0,0,0,0,0,0,0,0
102024,593000,2105,135000,2105,159000,1579,505000,1579,147010,1053,341000,1053,774000,526,0,0,0,0,0,0
102032,106000,2105,135000,2105,152000,1579,186010,1579,568000,1053,121010,1053,774000,526,0,0,0,0,0,0
102041,593000,2105,135000,2105,159000,1579,524000,1579,568000,1053,125010,1053,774000,526,0,0,0,0,0,0
102059,118000,2105,197000,2105,152000,1579,506000,1579,735000,1053,147010,1053,774000,526,0,0,0,0,0,0
102067,189000,2105,135000,2105,159000,1579,524000,1579,305000,1053,511000,1053,774000,526,0,0,0,0,0,0
102075,594000,2500,149000,2500,268000,1875,256000,1250,619000,1250,774000,625,0,0,0,0,0,0,0,0
102083,106000,2105,573000,2105,152000,1579,506000,1579,766000,1053,270000,1053,774000,526,0,0,0,0,0,0
102091,593000,2105,187000,2105,159000,1579,506000,1579,581000,1053,509000,1053,774000,526,0,0,0,0,0,0
102105,594000,2353,197000,2353,268000,1765,186010,1765,619000,1176,774000,588,0,0,0,0,0,0,0,0
102113,189000,2222,149000,2222,128000,1667,602000,1111,296000,1111,511000,1111,774000,556,0,0,0,0,0,0
102121,594000,2105,138000,2105,560000,1579,524000,1579,601000,1053,125010,1053,774000,526,0,0,0,0,0,0
103446,106000,2286,149000,2286,152000,1714,186010,1714,341000,1143,774000,571,155000,286,0,0,0,0,0,0
103454,594000,2105,138000,2105,159000,1579,506000,1579,305000,1053,297000,1053,774000,526,0,0,0,0,0,0
103667,503000,2105,149000,2105,152000,1579,506000,1579,151010,1053,730000,1053,774000,526,0,0,0,0,0,0
103675,118000,2353,120010,2353,159000,1765,121000,1765,151010,1176,529000,588,0,0,0,0,0,0,0,0
103829,106000,2500,197000,2500,268000,1875,297000,1250,151010,1250,774000,625,0,0,0,0,0,0,0,0
103837,118000,2353,149000,2353,560000,1765,506000,1765,151010,1176,774000,588,0,0,0,0,0,0,0,0
103845,503000,2222,199000,2222,152000,1667,297000,1111,121010,1111,511000,1111,774000,556,0,0,0,0,0,0
104213,594000,2500,315000,2500,159000,1875,151010,1250,305000,1250,774000,625,0,0,0,0,0,0,0,0
104248,118000,2353,149000,2353,152000,1765,524000,1765,125010,1176,774000,588,0,0,0,0,0,0,0,0
104256,594000,2353,573000,2353,159000,1765,121000,1765,296000,1176,774000,588,0,0,0,0,0,0,0,0
104264,573000,2222,149000,2222,128000,1667,602000,1111,638000,1111,511000,1111,774000,556,0,0,0,0,0,0
104281,118000,2500,199000,2500,186010,1875,602000,1250,525000,1250,774000,625,0,0,0,0,0,0,0,0
104299,106000,2500,149000,2500,128000,1875,602000,1250,601000,1250,774000,625,0,0,0,0,0,0,0,0
104434,594000,2353,315000,2353,560000,1765,506000,1765,151010,1176,774000,588,0,0,0,0,0,0,0,0
104442,594000,2500,199000,2500,152000,1875,151010,1250,525000,1250,774000,625,0,0,0,0,0,0,0,0
104485,503000,2353,138000,2353,159000,1765,524000,1765,125010,1176,774000,588,0,0,0,0,0,0,0,0
104493,573000,2500,631000,2500,128000,1875,296000,1250,638000,1250,774000,625,0,0,0,0,0,0,0,0
104647,106000,2500,149000,2500,152000,1875,297000,1250,607000,1250,774000,625,0,0,0,0,0,0,0,0
105210,118000,2500,199000,2500,159000,1875,297000,1250,638000,1250,774000,625,0,0,0,0,0,0,0,0
105228,594000,2500,315000,2500,560000,1875,730000,1250,305000,1250,774000,625,0,0,0,0,0,0,0,0
105236,118000,2857,149000,2857,268000,2143,602000,1429,774000,714,0,0,0,0,0,0,0,0,0,0
105244,503000,2353,199000,2353,152000,1765,186010,1765,619000,1176,774000,588,0,0,0,0,0,0,0,0
105252,118000,2500,138000,2500,159000,1875,297000,1250,581000,1250,774000,625,0,0,0,0,0,0,0,0
111015,615000,2500,233000,2500,152000,1875,525000,1250,305000,1250,529000,625,0,0,0,0,0,0,0,0
111023,106000,2857,233000,2857,159000,2143,525000,1429,527000,714,0,0,0,0,0,0,0,0,0,0
111031,615000,2353,138000,2353,152000,1765,559000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
111040,106000,2500,233000,2500,562000,1875,525000,1250,607000,1250,529000,625,0,0,0,0,0,0,0,0
111058,594000,2500,135000,2500,559000,1875,297000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
111066,106000,2500,233000,2500,152000,1875,525000,1250,125010,1250,529000,625,0,0,0,0,0,0,0,0
111074,615000,2105,138000,2105,159000,1579,559000,1579,297000,1053,735000,1053,529000,526,0,0,0,0,0,0
111082,106000,2353,138000,2353,562000,1765,505000,1765,121010,1176,529000,588,0,0,0,0,0,0,0,0
111091,594000,2105,233000,2105,559000,1579,506000,1579,305000,1053,297000,1053,529000,526,0,0,0,0,0,0
111104,106000,2353,135000,2353,559000,1765,616000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
112011,258000,2500,135000,2500,207000,1875,147010,1250,568000,1250,529000,625,0,0,0,0,0,0,0,0
112020,106000,2105,135000,2105,562000,1579,505000,1579,256000,1053,735000,1053,529000,526,0,0,0,0,0,0
112038,615000,2105,149000,2105,152000,1579,121000,1579,568000,1053,297000,1053,529000,526,0,0,0,0,0,0
112062,594000,2500,233000,2500,159000,1875,219000,1250,305000,1250,529000,625,0,0,0,0,0,0,0,0
112071,106000,2353,135000,2353,121000,1765,203000,1765,151010,1176,529000,588,0,0,0,0,0,0,0,0
112089,615000,2105,135000,2105,618000,1579,505000,1579,341000,1053,121010,1053,529000,526,0,0,0,0,0,0
112097,106000,2105,149000,2105,152000,1579,506000,1579,638000,1053,297000,1053,529000,526,0,0,0,0,0,0
112101,615000,2105,135000,2105,159000,1579,577000,1579,121010,1053,730000,1053,529000,526,0,0,0,0,0,0
112119,593000,2500,138000,2500,121000,1875,297000,1250,305000,1250,529000,625,0,0,0,0,0,0,0,0
112127,615000,2500,138000,2500,152000,1875,525000,1250,125010,1250,527000,625,0,0,0,0,0,0,0,0
112143,594000,2353,149000,2353,159000,1765,121000,1765,638000,1176,529000,588,0,0,0,0,0,0,0,0
112151,258000,2500,233000,2500,121000,1875,341000,1250,164010,1250,529000,625,0,0,0,0,0,0,0,0
112160,615000,2500,233000,2500,724000,1875,525000,1250,305000,1250,529000,625,0,0,0,0,0,0,0,0
112178,106000,2353,138000,2353,207000,1765,616000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
112186,594000,2353,315000,2353,152000,1765,524000,1765,121010,1176,529000,588,0,0,0,0,0,0,0,0
112194,594000,2500,233000,2500,159000,1875,730000,1250,125010,1250,529000,625,0,0,0,0,0,0,0,0
112216,615000,2500,315000,2500,618000,1875,219000,1250,581000,1250,529000,625,0,0,0,0,0,0,0,0
112224,106000,2105,149000,2105,152000,1579,559000,1579,256000,1053,735000,1053,529000,526,0,0,0,0,0,0
112232,615000,2353,519000,2353,724000,1765,506000,1765,297000,1176,529000,588,0,0,0,0,0,0,0,0
112241,106000,2353,149000,2353,562000,1765,505000,1765,219000,1176,529000,588,0,0,0,0,0,0,0,0
112259,106000,2500,233000,2500,724000,1875,219000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
112275,258000,2500,519000,2500,152000,1875,341000,1250,581000,1250,529000,625,0,0,0,0,0,0,0,0
112283,615000,2500,233000,2500,159000,1875,297000,1250,305000,1250,529000,625,0,0,0,0,0,0,0,0
112291,258000,2500,519000,2500,562000,1875,341000,1250,297000,1250,529000,625,0,0,0,0,0,0,0,0
112305,615000,2105,138000,2105,152000,1579,560000,1579,219000,1053,341000,1053,529000,526,0,0,0,0,0,0
112313,106000,2500,138000,2500,207000,1875,730000,1250,638000,1250,529000,625,0,0,0,0,0,0,0,0
112321,557000,2500,519000,2500,562000,1875,735000,1250,121010,1250,529000,625,0,0,0,0,0,0,0,0
112330,594000,2500,233000,2500,121000,1875,525000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
112348,106000,2857,149000,2857,562000,2143,297000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
112356,594000,2353,149000,2353,618000,1765,560000,1765,581000,1176,529000,588,0,0,0,0,0,0,0,0
112372,106000,2353,138000,2353,152000,1765,121000,1765,580000,1176,529000,588,0,0,0,0,0,0,0,0
112381,106000,2500,254000,2500,159000,1875,525000,1250,766000,1250,529000,625,0,0,0,0,0,0,0,0
112399,106000,2000,135000,2000,152000,1500,560000,1500,724000,1500,219000,1000,529000,500,0,0,0,0,0,0
112402,615000,2353,519000,2353,618000,1765,560000,1765,735000,1176,529000,588,0,0,0,0,0,0,0,0
112411,106000,2500,233000,2500,152000,1875,297000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
112429,137000,2500,315000,2500,159000,1875,525000,1250,581000,1250,529000,625,0,0,0,0,0,0,0,0
112437,594000,2353,149000,2353,207000,1765,560000,1765,581000,1176,529000,588,0,0,0,0,0,0,0,0
112453,106000,2500,233000,2500,562000,1875,297000,1250,730000,1250,529000,625,0,0,0,0,0,0,0,0
112461,106000,2353,149000,2353,501000,1765,560000,1765,581000,1176,529000,588,0,0,0,0,0,0,0,0
113018,106000,2857,149000,2857,159000,2143,297000,1429,603000,714,0,0,0,0,0,0,0,0,0,0
113247,106000,2353,519000,2353,121000,1765,267000,1765,297000,1176,529000,588,0,0,0,0,0,0,0,0
113263,106000,2500,138000,2500,152000,1875,297000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
113271,615000,2500,233000,2500,159000,1875,730000,1250,121010,1250,529000,625,0,0,0,0,0,0,0,0
113417,594000,2353,138000,2353,562000,1765,560000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
113425,615000,2353,233000,2353,724000,1765,267000,1765,297000,1176,529000,588,0,0,0,0,0,0,0,0
113433,258000,2857,138000,2857,152000,2143,297000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
113468,258000,2500,233000,2500,159000,1875,297000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
113476,106000,2353,149000,2353,152000,1765,724000,1765,219000,1176,529000,588,0,0,0,0,0,0,0,0
113484,106000,2353,519000,2353,207000,1765,267000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
113492,615000,2500,233000,2500,562000,1875,297000,1250,525000,1250,529000,625,0,0,0,0,0,0,0,0
113611,106000,2500,138000,2500,724000,1875,219000,1250,151010,1250,529000,625,0,0,0,0,0,0,0,0
113620,106000,2857,138000,2857,562000,2143,219000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
113638,106000,2353,519000,2353,152000,1765,724000,1765,525000,1176,529000,588,0,0,0,0,0,0,0,0
113654,594000,2105,138000,2105,159000,1579,724000,1579,151010,1053,219000,1053,529000,526,0,0,0,0,0,0
113697,594000,2500,233000,2500,562000,1875,297000,1250,525000,1250,529000,625,0,0,0,0,0,0,0,0
113816,106000,2353,233000,2353,562000,1765,186010,1765,219000,1176,529000,588,0,0,0,0,0,0,0,0
113832,615000,2857,135000,2857,207000,2143,297000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
113859,106000,2500,233000,2500,152000,1875,297000,1250,601000,1250,529000,625,0,0,0,0,0,0,0,0
114081,258000,2500,233000,2500,159000,1875,147010,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
114421,615000,2500,233000,2500,562000,1875,525000,1250,121010,1250,529000,625,0,0,0,0,0,0,0,0
114642,106000,2353,503000,2353,152000,1765,724000,1765,219000,1176,527000,588,0,0,0,0,0,0,0,0
114651,106000,2857,503000,2857,724000,2143,297000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
121011,174000,2500,502000,2500,578000,1875,297000,1250,568000,1250,454000,625,0,0,0,0,0,0,0,0
121029,106000,2500,138000,2500,207000,1875,121010,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
121037,615000,2500,502000,2500,152000,1875,525000,1250,607000,1250,454000,625,0,0,0,0,0,0,0,0
121045,106000,2353,149000,2353,159000,1765,188000,1765,525000,1176,454000,588,0,0,0,0,0,0,0,0
121053,174000,2500,254000,2500,598000,1875,297000,1250,580000,1250,454000,625,0,0,0,0,0,0,0,0
121061,174000,2105,502000,2105,207000,1579,505000,1579,735000,1053,568000,1053,454000,526,0,0,0,0,0,0
122025,174010,2353,138000,2353,159000,1765,524000,1765,525000,1176,454000,588,0,0,0,0,0,0,0,0
122033,174000,2500,519000,2500,598000,1875,322000,1250,735000,1250,454000,625,0,0,0,0,0,0,0,0
122041,557000,2105,632000,2105,578000,1579,561000,1579,568000,1053,735000,1053,454000,526,0,0,0,0,0,0
122050,174010,2500,502000,2500,207000,1875,564000,1250,638000,1250,597020,625,0,0,0,0,0,0,0,0
122068,174000,2500,138000,2500,578000,1875,270000,1250,341000,1250,454000,625,0,0,0,0,0,0,0,0
122076,106000,2353,315000,2353,152000,1765,121000,1765,735000,1176,585000,588,0,0,0,0,0,0,0,0
122084,106000,2105,149000,2105,159000,1579,506000,1579,305000,1053,580000,1053,454000,526,0,0,0,0,0,0
122106,106000,2105,632000,2105,207000,1579,560000,1579,601000,1053,219000,1053,454000,526,0,0,0,0,0,0
122114,615000,2105,519000,2105,578000,1579,560000,1579,568000,1053,219000,1053,454000,526,0,0,0,0,0,0
122122,106000,2500,519000,2500,152000,1875,147010,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
122131,615000,2500,149000,2500,159000,1875,219000,1250,125010,1250,454000,625,0,0,0,0,0,0,0,0
122157,174000,2105,519000,2105,578000,1579,524000,1579,219000,1053,510000,1053,454000,526,0,0,0,0,0,0
122165,174000,2500,138000,2500,578000,1875,297000,1250,607000,1250,454000,625,0,0,0,0,0,0,0,0
122173,615000,2500,632000,2500,207000,1875,525000,1250,568000,1250,454000,625,0,0,0,0,0,0,0,0
122181,174000,2353,138000,2353,152000,1765,561000,1765,638000,1176,597020,588,0,0,0,0,0,0,0,0
122190,174000,2500,149000,2500,159000,1875,256000,1250,735000,1250,454000,625,0,0,0,0,0,0,0,0
122203,615000,2105,519000,2105,598000,1579,188000,1579,525000,1053,510000,1053,454000,526,0,0,0,0,0,0
122211,106000,2500,632000,2500,207000,1875,297000,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
122220,106000,2353,315000,2353,152000,1765,506000,1765,735000,1176,454000,588,0,0,0,0,0,0,0,0
122238,174000,2353,149000,2353,159000,1765,562000,1765,219000,1176,454000,588,0,0,0,0,0,0,0,0
122246,106000,2105,519000,2105,207000,1579,505000,1579,297000,1053,509000,1053,454000,526,0,0,0,0,0,0
122254,137000,2500,120010,2500,578000,1875,151010,1250,270000,1250,454000,625,0,0,0,0,0,0,0,0
122262,174000,2500,631000,2500,598000,1875,121010,1250,164010,1250,454000,625,0,0,0,0,0,0,0,0
122271,278000,2105,592000,2105,321000,1579,560000,1579,568000,1053,340000,1053,454000,526,0,0,0,0,0,0
122289,106000,2105,149000,2105,207000,1579,560000,1579,638000,1053,297000,1053,454000,526,0,0,0,0,0,0
122297,174010,2105,632000,2105,152000,1579,561000,1579,164010,1053,194000,1053,454000,526,0,0,0,0,0,0
122301,106000,2353,502000,2353,159000,1765,121000,1765,638000,1176,454000,588,0,0,0,0,0,0,0,0
122319,106000,2222,187000,2222,207000,1667,525000,1111,164010,1111,510000,1111,454000,556,0,0,0,0,0,0
122327,106000,2105,502000,2105,598000,1579,560000,1579,305000,1053,297000,1053,454000,526,0,0,0,0,0,0
122335,106000,2105,315000,2105,128000,1579,560000,1579,601000,1053,297000,1053,454000,526,0,0,0,0,0,0
122343,174000,2105,632000,2105,598000,1579,562000,1579,730000,1053,766000,1053,454000,526,0,0,0,0,0,0
122351,174010,2105,502000,2105,578000,1579,577000,1579,730000,1053,509000,1053,454000,526,0,0,0,0,0,0
122360,106000,2353,149000,2353,207000,1765,577000,1765,297000,1176,454000,588,0,0,0,0,0,0,0,0
122378,174000,2105,632000,2105,152000,1579,524000,1579,121010,1053,297000,1053,454000,526,0,0,0,0,0,0
122386,174010,2500,187000,2500,159000,1875,219000,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
122394,174000,2500,632000,2500,598000,1875,525000,1250,509000,1250,454000,625,0,0,0,0,0,0,0,0
123226,106000,2353,502000,2353,578000,1765,506000,1765,607000,1176,454000,588,0,0,0,0,0,0,0,0
123293,106000,2500,149000,2500,207000,1875,525000,1250,730000,1250,454000,625,0,0,0,0,0,0,0,0
123421,106000,2857,502000,2857,598000,2143,297000,1429,529000,714,0,0,0,0,0,0,0,0,0,0
123471,106000,2500,632000,2500,207000,1875,730000,1250,619000,1250,454000,625,0,0,0,0,0,0,0,0
123498,106000,2500,149000,2500,578000,1875,525000,1250,730000,1250,454000,625,0,0,0,0,0,0,0,0
124036,278000,2105,519000,2105,152000,1579,561000,1579,305000,1053,640000,1053,454000,526,0,0,0,0,0,0
124095,106000,2500,519000,2500,159000,1875,297000,1250,525000,1250,454000,625,0,0,0,0,0,0,0,0
124109,174000,2105,632000,2105,578000,1579,524000,1579,219000,1053,510000,1053,454000,526,0,0,0,0,0,0
124214,174000,2353,502000,2353,598000,1765,186010,1765,619000,1176,454000,588,0,0,0,0,0,0,0,0
124222,106000,2353,149000,2353,152000,1765,506000,1765,525000,1176,454000,588,0,0,0,0,0,0,0,0
124231,174010,2500,519000,2500,159000,1875,297000,1250,730000,1250,454000,625,0,0,0,0,0,0,0,0
124249,174000,2500,632000,2500,207000,1875,730000,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
124265,106000,2500,149000,2500,578000,1875,297000,1250,525000,1250,454000,625,0,0,0,0,0,0,0,0
124273,106000,2500,502000,2500,152000,1875,525000,1250,601000,1250,454000,625,0,0,0,0,0,0,0,0
124419,106000,2500,503000,2500,159000,1875,151010,1250,305000,1250,454000,625,0,0,0,0,0,0,0,0
124435,278000,2500,502000,2500,207000,1875,525000,1250,121010,1250,454000,625,0,0,0,0,0,0,0,0
124630,174000,2500,149000,2500,598000,1875,219000,1250,640000,1250,454000,625,0,0,0,0,0,0,0,0
131016,557000,2353,138000,2353,501000,1765,559000,1765,147010,1176,585000,588,0,0,0,0,0,0,0,0
131024,258000,2105,291000,2105,152000,1579,559000,1579,164010,1053,766000,1053,597040,526,0,0,0,0,0,0
131032,258000,2105,555000,2105,159000,1579,559000,1579,341000,1053,568000,1053,597040,526,0,0,0,0,0,0
131041,612000,2000,291000,2000,152000,1500,559000,1500,505000,1500,735000,1000,597040,500,0,0,0,0,0,0
131059,612000,2222,557000,2222,128000,1667,505000,1667,188010,1111,585000,556,597040,556,0,0,0,0,0,0
131067,106000,2105,555000,2105,559000,1579,405000,1579,620000,1053,766000,1053,597040,526,0,0,0,0,0,0
131075,612000,2105,614000,2105,152000,1579,559000,1579,171020,1053,580000,1053,597040,526,0,0,0,0,0,0
131083,557000,2105,138000,2105,152000,1579,559000,1579,525000,1053,509000,1053,597040,526,0,0,0,0,0,0
131091,254000,2667,138000,2667,159000,2000,297000,1333,527000,667,585000,667,0,0,0,0,0,0,0,0
131105,557000,2105,291000,2105,152000,1579,560000,1579,305000,1053,297000,1053,597040,526,0,0,0,0,0,0
131113,174010,2500,138000,2500,152000,1875,247000,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
131121,254000,2105,138000,2105,159000,1579,562000,1579,607000,1053,511000,1053,597040,526,0,0,0,0,0,0
131130,557000,2353,138000,2353,152000,1765,560000,1765,297000,1176,603000,588,0,0,0,0,0,0,0,0
131148,612000,2105,519000,2105,152000,1579,562000,1579,188010,1053,511000,1053,597040,526,0,0,0,0,0,0
131156,612000,2105,291000,2105,187010,1579,560000,1579,305000,1053,735000,1053,597040,526,0,0,0,0,0,0
131164,557000,2500,614000,2500,152000,1875,171020,1250,581000,1250,529000,625,0,0,0,0,0,0,0,0
131172,258000,2105,614000,2105,128000,1579,560000,1579,620000,1053,511000,1053,597040,526,0,0,0,0,0,0
131181,612000,2500,291000,2500,152000,1875,171020,1250,607000,1250,529000,625,0,0,0,0,0,0,0,0
131199,612000,2500,291000,2500,159000,1875,297000,1250,735000,1250,529000,625,0,0,0,0,0,0,0,0
131202,557000,2105,614000,2105,128000,1579,560000,1579,580000,1053,121010,1053,597040,526,0,0,0,0,0,0
131211,612000,2105,135000,2105,159000,1579,188000,1579,581000,1053,525000,1053,597040,526,0,0,0,0,0,0
131229,612000,2353,520000,2353,152000,1765,562000,1765,171020,1176,529000,588,0,0,0,0,0,0,0,0
131237,174000,2105,138000,2105,159000,1579,561000,1579,125010,1053,171020,1053,597040,526,0,0,0,0,0,0
132012,137000,2105,135000,2105,152000,1579,577000,1579,206000,1053,147010,1053,597040,526,0,0,0,0,0,0
132021,612000,2105,138000,2105,152000,1579,616000,1579,121010,1053,341000,1053,597040,526,0,0,0,0,0,0
132039,106000,2105,614000,2105,560000,1579,501000,1579,171020,1053,511000,1053,597040,526,0,0,0,0,0,0
132047,120010,2105,315000,2105,159000,1579,506000,1579,620000,1053,735000,1053,597040,526,0,0,0,0,0,0
132055,106000,2500,135000,2500,560000,1875,171020,1250,580000,1250,529000,625,0,0,0,0,0,0,0,0
132063,106000,2105,614000,2105,598000,1579,560000,1579,341000,1053,568000,1053,597040,526,0,0,0,0,0,0
132071,106000,2105,135000,2105,598000,1579,560000,1579,341000,1053,297000,1053,597040,526,0,0,0,0,0,0
132080,120010,2105,135000,2105,152000,1579,121000,1579,638000,1053,171020,1053,597040,526,0,0,0,0,0,0
132098,106000,2105,138000,2105,152000,1579,562000,1579,568000,1053,730000,1053,597040,526,0,0,0,0,0,0
132101,106000,2105,315000,2105,159000,1579,121000,1579,638000,1053,171020,1053,597040,526,0,0,0,0,0,0
132110,106000,2500,135000,2500,159000,1875,297000,1250,581000,1250,377020,625,0,0,0,0,0,0,0,0
132128,120010,2105,135000,2105,159000,1579,560000,1579,305000,1053,171020,1053,597040,526,0,0,0,0,0,0
132136,120010,2105,135000,2105,152000,1579,187010,1579,601000,1053,580000,1053,597040,526,0,0,0,0,0,0
132144,106000,2105,291000,2105,128000,1579,560000,1579,188010,1053,171020,1053,597040,526,0,0,0,0,0,0
132152,106000,2105,138000,2105,598000,1579,186010,1579,620000,1053,730000,1053,597040,526,0,0,0,0,0,0
132187,120010,2500,315000,2500,159000,1875,341000,1250,297000,1250,529000,625,0,0,0,0,0,0,0,0
132195,106000,2105,555000,2105,128000,1579,560000,1579,620000,1053,171020,1053,597040,526,0,0,0,0,0,0
132209,120010,2105,291000,2105,187010,1579,506000,1579,620000,1053,509000,1053,597040,526,0,0,0,0,0,0
132217,106000,2105,291000,2105,159000,1579,506000,1579,341000,1053,171020,1053,597040,526,0,0,0,0,0,0
132225,106000,2105,555000,2105,128000,1579,560000,1579,638000,1053,730000,1053,597040,526,0,0,0,0,0,0
132233,120010,2500,138000,2500,159000,1875,171020,1250,341000,1250,529000,625,0,0,0,0,0,0,0,0
132241,106000,2105,291000,2105,598000,1579,560000,1579,341000,1053,121010,1053,597040,526,0,0,0,0,0,0
132250,106000,2500,631000,2500,152000,1875,121010,1250,341000,1250,529000,625,0,0,0,0,0,0,0,0
132276,106000,2500,138000,2500,159000,1875,171020,1250,341000,1250,529000,625,0,0,0,0,0,0,0,0
132284,137000,2105,135000,2105,128000,1579,524000,1579,121010,1053,638000,1053,597040,526,0,0,0,0,0,0
132292,106000,2105,135000,2105,187010,1579,560000,1579,735000,1053,580000,1053,597040,526,0,0,0,0,0,0
133035,120010,2105,135000,2105,128000,1579,560000,1579,341000,1053,638000,1053,597040,526,0,0,0,0,0,0
133051,106000,2500,503000,2500,143000,1875,638000,1250,581000,1250,150010,625,0,0,0,0,0,0,0,0
133078,120010,2500,614000,2500,128000,1875,638000,1250,296000,1250,150010,625,0,0,0,0,0,0,0,0
133086,120010,2500,555000,2500,143000,1875,151010,1250,206000,1250,150010,625,0,0,0,0,0,0,0,0
133612,174010,2353,315000,2353,159000,1765,152000,1765,295000,1176,597040,588,0,0,0,0,0,0,0,0
133621,174010,2353,519000,2353,159000,1765,152000,1765,295000,1176,597040,588,0,0,0,0,0,0,0,0
133639,174000,2353,315000,2353,159000,1765,152000,1765,295000,1176,597020,588,0,0,0,0,0,0,0,0
133647,174010,2353,502000,2353,152000,1765,143000,1765,295000,1176,529000,588,0,0,0,0,0,0,0,0
133817,174010,2353,519000,2353,159000,1765,152000,1765,295000,1176,284000,588,0,0,0,0,0,0,0,0
133825,174000,2105,614000,2105,159000,1579,152000,1579,206000,1053,151010,1053,597040,526,0,0,0,0,0,0
